Assignment Week,Source ID,Canonical Source ID,Title,Provider,Resource Type,Original Role,Disposition,Primary Instructional Location,Relationship,Requirement,Inline,Exact Backlink,Additional Course Locations,After Resource Action,Reason
22,mitStrobeLabNotes,mitStrobeLabNotes,"MIT 6.163 Strobe Project Laboratory — Lab Notebooks, Protocols, Data, and Reports",MIT OpenCourseWare / Electrical Engineering and Computer Science,University engineering-laboratory documentation guidance,Required · Engineering lab-notebook and reporting practice,RETAINED + INTEGRATED,"Week 22 → Career Lesson → Career integration: Git, command line, lab notes, reports, and technical handoff",Used in,required,YES,learn.html?week=22&stage=career-lesson&lesson=1&section=career-w22-career-integration-git-command-line-lab-notes-reports-and-technical-hand&from=media&media=mitStrobeLabNotes,,"After using this reference, be able to locate, explain, or apply: Do not reconstruct missing data after the fact; preserve calculations/settings/results needed to reproduce or audit the test.",Existing Teaching Media assignment reconciled to the strongest current instructional section.
22,mitVerification,mitVerification,Session 9 — Verification and Validation,MIT OpenCourseWare,University systems-engineering video lecture with transcript,Required · Verification/validation lecture,RETAINED + INTEGRATED,Week 22 → Career Lesson → Verification asks whether it meets the requirement,Taught in,required,YES,learn.html?week=22&stage=career-lesson&lesson=1&section=career-w22-verification-asks-whether-it-meets-the-requirement&from=media&media=mitVerification,Review of: Week 27 → Career Lesson → Verdicts need explicit semantics [learn.html?week=27&stage=career-lesson&lesson=1&section=career-w27-verdicts-need-explicit-semantics&from=media&media=mitVerification],"After watching, be able to explain or demonstrate: For every project requirement, name how you will prove it before building.",Existing Teaching Media assignment reconciled to the strongest current instructional section.
22,nasaRequirementAppendix,nasaRequirementAppendix,NASA Systems Engineering Handbook Appendix — How to Write a Good Requirement,NASA,Government engineering reference,Required · Authoritative requirement reference,RETAINED + INTEGRATED,Week 22 → Career Lesson → A requirement describes observable behavior and conditions,Used in,required,YES,learn.html?week=22&stage=career-lesson&lesson=1&section=career-w22-a-requirement-describes-observable-behavior-and-conditions&from=media&media=nasaRequirementAppendix,,"After using this reference, be able to locate, explain, or apply: Use ‘shall’ for requirements, active voice, necessary tolerances and testable/implementation-independent wording.",Existing Teaching Media assignment reconciled to the strongest current instructional section.
22,nasaSystems,nasaSystems,NASA Systems Engineering Handbook,NASA,Government engineering handbook,Required · Traceability/reference,RETAINED + INTEGRATED,Week 22 → Career Lesson → Traceability controls scope,Used in,required,YES,learn.html?week=22&stage=career-lesson&lesson=1&section=career-w22-traceability-controls-scope&from=media&media=nasaSystems,Used in: Week 23 → Career Lesson → A controlled baseline isolates future change [learn.html?week=23&stage=career-lesson&lesson=1&section=career-w23-a-controlled-baseline-isolates-future-change&from=media&media=nasaSystems] | Used in: Week 26 → Career Lesson → Architecture follows responsibilities and test seams [learn.html?week=26&stage=career-lesson&lesson=1&section=career-w26-architecture-follows-responsibilities-and-test-seams&from=media&media=nasaSystems] | Used in: Week 28 → Career Lesson → The report should show the reasoning chain [learn.html?week=28&stage=career-lesson&lesson=1&section=career-w28-the-report-should-show-the-reasoning-chain&from=media&media=nasaSystems],"After using this reference, be able to locate, explain, or apply: Every verification record should point back to a requirement and vice versa.",Existing Teaching Media assignment reconciled to the strongest current instructional section.
22,onetTech,onetTech,Electrical and Electronic Engineering Technologists and Technicians,O*NET OnLine / U.S. Department of Labor,Government occupational evidence,Reference · Career transfer,RETAINED + INTEGRATED,"Week 22 → Career Lesson → Career integration: Git, command line, lab notes, reports, and technical handoff",Used in,supporting,YES,learn.html?week=22&stage=career-lesson&lesson=1&section=career-w22-career-integration-git-command-line-lab-notes-reports-and-technical-hand&from=media&media=onetTech,"Used in: Week 29 → Career Lesson → Select evidence by job task, not visual appeal [learn.html?week=29&stage=career-lesson&lesson=1&section=career-w29-select-evidence-by-job-task-not-visual-appeal&from=media&media=onetTech] | Taught in: Week 30 → Career Lesson → Target roles by transferable task, not title alone [learn.html?week=30&stage=career-lesson&lesson=1&section=career-w30-target-roles-by-transferable-task-not-title-alone&from=media&media=onetTech] | Used in: Week 31 → Career Lesson → Use a role filter before spending application energy [learn.html?week=31&stage=career-lesson&lesson=1&section=career-w31-use-a-role-filter-before-spending-application-energy&from=media&media=onetTech]","After using this reference, be able to locate, explain, or apply: Use occupational tasks to choose relevant proof, not to claim a job outcome.",Existing Teaching Media assignment reconciled to the strongest current instructional section.
23,autodeskElectronicsBom,autodeskElectronicsBom,"Electronics Bill of Materials — Quantity, Value, Reference Designator, Footprint, and Manufacturer Part Number",Autodesk Fusion Electronics,EDA documentation teaching BOM completeness and fields,Required · Electronics BOM identity/completeness teaching,RETAINED + INTEGRATED,Week 23 → Career Lesson → A bill of materials must resolve ambiguity,Used in,required,YES,learn.html?week=23&stage=career-lesson&lesson=1&section=career-w23-a-bill-of-materials-must-resolve-ambiguity&from=media&media=autodeskElectronicsBom,,"After using this reference, be able to locate, explain, or apply: A generic part name is not enough—tie each populated design position to an unambiguous package/value/MPN and quantity where the project requires it.",Existing Teaching Media assignment reconciled to the strongest current instructional section.
23,githubSkills,githubSkills,Introduction to Git,GitHub Skills,Beginner Git / command-line training,Required · Intro GitHub collaboration workflow,RETAINED + INTEGRATED,Week 23 → Career Lesson → A repository is the project’s reconstructable memory,Lab preparation for,required,YES,learn.html?week=23&stage=career-lesson&lesson=1&section=career-w23-a-repository-is-the-projects-reconstructable-memory&from=media&media=githubSkills,"Lab preparation for: Week 12 → Career Lesson → Command-line navigation is a small reproducibility tool, not assumed knowledge [learn.html?week=12&stage=career-lesson&lesson=1&section=career-w12-command-line-navigation-is-a-small-reproducibility-tool-not-assumed-know&from=media&media=githubSkills]","After using this resource, be able to explain or apply: Do not infer command-line status/diff/log, rollback or complete configuration management from this introduction; those skills are taught by the resources below.",Existing Teaching Media assignment reconciled to the strongest current instructional section.
23,keysightBenchPowerCourse,keysightBenchPowerCourse,Bench Power Supply Basics,Keysight Technologies,Manufacturer video course,Required · Pre-bring-up refresher,RETAINED + INTEGRATED,Week 23 → Career Lesson → Plan first power as a test case,Lab preparation for,required,YES,learn.html?week=23&stage=career-lesson&lesson=1&section=career-w23-plan-first-power-as-a-test-case&from=media&media=keysightBenchPowerCourse,Lab preparation for: Week 01 → Career Lesson → Current limiting is a protective boundary and a diagnostic clue [learn.html?week=1&stage=career-lesson&lesson=1&section=career-w01-current-limiting-is-a-protective-boundary-and-a-diagnostic-clue&from=media&media=keysightBenchPowerCourse] | Demonstrated in: Week 03 → CETa Lesson → A bench supply has two interacting limits [learn.html?week=3&stage=ceta-lesson&lesson=0&section=concept-2&from=media&media=keysightBenchPowerCourse],"After watching, be able to explain or demonstrate: Select conservative voltage/current limits from device/board requirements and predict normal current behavior.",Existing Teaching Media assignment reconciled to the strongest current instructional section.
23,mitGit2026,mitGit2026,The Missing Semester 2026 — Version Control and Git,MIT,"University Git lecture with video, notes, and command-line exercises",Required · Project-baseline and rollback Git teaching,RETAINED + INTEGRATED,Week 23 → Career Lesson → A baseline is a recoverable state,Review of,required,YES,learn.html?week=23&stage=career-lesson&lesson=1&section=career-w23-a-baseline-is-a-recoverable-state&from=media&media=mitGit2026,"Used in: Week 22 → Career Lesson → Career integration: Git, command line, lab notes, reports, and technical handoff [learn.html?week=22&stage=career-lesson&lesson=1&section=career-w22-career-integration-git-command-line-lab-notes-reports-and-technical-hand&from=media&media=mitGit2026]","After watching, be able to explain or demonstrate: Rollback means returning from a controlled change to an identified known-good state while preserving the history/evidence of what happened.",Existing Teaching Media assignment reconciled to the strongest current instructional section.
23,mitRequirements,mitRequirements,Session 2 — Requirements Definition,MIT OpenCourseWare,University systems-engineering video lecture with transcript,Required · Baseline check,RETAINED + INTEGRATED,Week 23 → Career Lesson → Plan first power as a test case,Review of,required,YES,learn.html?week=23&stage=career-lesson&lesson=1&section=career-w23-plan-first-power-as-a-test-case&from=media&media=mitRequirements,Taught in: Week 22 → Career Lesson → A requirement describes observable behavior and conditions [learn.html?week=22&stage=career-lesson&lesson=1&section=career-w22-a-requirement-describes-observable-behavior-and-conditions&from=media&media=mitRequirements],"After watching, be able to explain or demonstrate: Do not add features during setup; unresolved ambiguity becomes an issue/decision record.",Existing Teaching Media assignment reconciled to the strongest current instructional section.
23,mitShipping2026,mitShipping2026,The Missing Semester 2026 — Packaging and Shipping Code,MIT,University release/versioning/dependency/configuration lecture with video,Required · Release/configuration handoff reinforcement,RETAINED + INTEGRATED,Week 23 → Career Lesson → Recovery paths are part of readiness,Used in,required,YES,learn.html?week=23&stage=career-lesson&lesson=1&section=career-w23-recovery-paths-are-part-of-readiness&from=media&media=mitShipping2026,"Used in: Week 22 → Career Lesson → Career integration: Git, command line, lab notes, reports, and technical handoff [learn.html?week=22&stage=career-lesson&lesson=1&section=career-w22-career-integration-git-command-line-lab-notes-reports-and-technical-hand&from=media&media=mitShipping2026]","After watching, be able to explain or demonstrate: Do not call a folder copy a baseline unless its version, dependencies/configuration and release/change information are known.",Existing Teaching Media assignment reconciled to the strongest current instructional section.
23,nasaConfigManagement,nasaConfigManagement,NASA Systems Engineering Handbook — 6.5 Configuration Management,NASA,Government configuration-management and baseline reference,Required · Configuration-control/baseline framework,RETAINED + INTEGRATED,Week 23 → Career Lesson → A repository is the project’s reconstructable memory,Used in,required,YES,learn.html?week=23&stage=career-lesson&lesson=1&section=career-w23-a-repository-is-the-projects-reconstructable-memory&from=media&media=nasaConfigManagement,,"After using this reference, be able to locate, explain, or apply: Know exactly which hardware, firmware, documentation and test configuration constitutes the current baseline before modifying it.",Existing Teaching Media assignment reconciled to the strongest current instructional section.
23,nasaSystems,nasaSystems,NASA Systems Engineering Handbook,NASA,Government engineering handbook,Required · Configuration/verification reference,RETAINED + INTEGRATED,Week 23 → Career Lesson → A controlled baseline isolates future change,Used in,required,YES,learn.html?week=23&stage=career-lesson&lesson=1&section=career-w23-a-controlled-baseline-isolates-future-change&from=media&media=nasaSystems,Used in: Week 22 → Career Lesson → Traceability controls scope [learn.html?week=22&stage=career-lesson&lesson=1&section=career-w22-traceability-controls-scope&from=media&media=nasaSystems] | Used in: Week 26 → Career Lesson → Architecture follows responsibilities and test seams [learn.html?week=26&stage=career-lesson&lesson=1&section=career-w26-architecture-follows-responsibilities-and-test-seams&from=media&media=nasaSystems] | Used in: Week 28 → Career Lesson → The report should show the reasoning chain [learn.html?week=28&stage=career-lesson&lesson=1&section=career-w28-the-report-should-show-the-reasoning-chain&from=media&media=nasaSystems],"After using this reference, be able to locate, explain, or apply: Record versions, BOM identifiers, interfaces and the planned evidence for first power.",Existing Teaching Media assignment reconciled to the strongest current instructional section.
24,flukeMultimeterGuide,flukeMultimeterGuide,How to Use a Multimeter — Comprehensive Guide,Fluke,Manufacturer measurement guide,Required · Measurement refresher,RETAINED + INTEGRATED,Week 24 → Career Lesson → Unpowered checks find cheap faults,Taught in,required,YES,learn.html?week=24&stage=career-lesson&lesson=1&section=career-w24-unpowered-checks-find-cheap-faults&from=media&media=flukeMultimeterGuide,"Taught in: Week 01 → Career Lesson → Voltage, resistance, and current modes are different circuits [learn.html?week=1&stage=career-lesson&lesson=1&section=career-w01-voltage-resistance-and-current-modes-are-different-circuits&from=media&media=flukeMultimeterGuide] | Taught in: Week 03 → CETa Lesson → The DMM is several instruments sharing one display [learn.html?week=3&stage=ceta-lesson&lesson=0&section=concept-1&from=media&media=flukeMultimeterGuide] | Taught in: Week 09 → Career Lesson → Use rail behavior to distinguish source, regulator, and load faults [learn.html?week=9&stage=career-lesson&lesson=1&section=career-w09-use-rail-behavior-to-distinguish-source-regulator-and-load-faults&from=media&media=flukeMultimeterGuide] | Taught in: Week 29 → CETa Lesson → Measurement setup is part of workmanship verification [learn.html?week=29&stage=ceta-lesson&lesson=0&section=concept-5&from=media&media=flukeMultimeterGuide]","After using this reference, be able to locate, explain, or apply: Record expected rail, measured rail, units and decision; never measure resistance on an energized circuit.",Existing Teaching Media assignment reconciled to the strongest current instructional section.
24,keysightBenchCvCc,keysightBenchCvCc,Bench Power Supply Basics — Constant Voltage and Constant Current Modes,Keysight Technologies,Manufacturer video lesson,Required · Safe first-power refresher,RETAINED + INTEGRATED,Week 24 → Career Lesson → First power is a controlled experiment,Lab preparation for,required,YES,learn.html?week=24&stage=career-lesson&lesson=1&section=career-w24-first-power-is-a-controlled-experiment&from=media&media=keysightBenchCvCc,Lab preparation for: Week 03 → Career Lesson → Use the DMM and bench supply for slow or static evidence [learn.html?week=3&stage=career-lesson&lesson=1&section=career-w03-use-the-dmm-and-bench-supply-for-slow-or-static-evidence&from=media&media=keysightBenchCvCc],"After watching, be able to explain or demonstrate: Set the current limit before enabling output and interpret unexpected CC entry as a stop/investigate signal.",Existing Teaching Media assignment reconciled to the strongest current instructional section.
24,nasaESD,nasaESD,NASA-HDBK-8739.21 — ESD Control,NASA,Government workmanship handbook,Physical route · ESD control,RETAINED + INTEGRATED,Week 24 → CETa Lesson → Safety gates remain absolute,Used in,supporting,YES,learn.html?week=24&stage=ceta-lesson&lesson=0&section=concept-3&from=media&media=nasaESD,"Taught in: Week 01 → CETa Lesson → ESD, technician tool hazards, and PPE [learn.html?week=1&stage=ceta-lesson&lesson=0&section=concept-14&from=media&media=nasaESD] | Taught in: Week 12 → CETa Lesson → ESD control is specific to the work state [learn.html?week=12&stage=ceta-lesson&lesson=0&section=concept-10&from=media&media=nasaESD] | Used in: Week 29 → CETa Lesson → Physical safety and ESD remain active through rework [learn.html?week=29&stage=ceta-lesson&lesson=0&section=concept-3&from=media&media=nasaESD]","After using this reference, be able to locate, explain, or apply: Keep ESD controls active during bring-up and probing.",Existing Teaching Media assignment reconciled to the strongest current instructional section.
24,stBootStartup,stBootStartup,STM32 Boot and Startup Tips MOOC,STMicroelectronics,Manufacturer MOOC,Required · MCU startup MOOC,RETAINED + INTEGRATED,Week 24 → Career Lesson → Bring up dependencies in order,Review of,required,YES,learn.html?week=24&stage=career-lesson&lesson=1&section=career-w24-bring-up-dependencies-in-order&from=media&media=stBootStartup,Taught in: Week 16 → CETa Lesson → Clock and reset state determine whether configuration means anything [learn.html?week=16&stage=ceta-lesson&lesson=0&section=concept-5&from=media&media=stBootStartup],"After watching, be able to explain or demonstrate: Separate power/rail failure from reset/boot/clock/startup failure when the board does not reach firmware.",Existing Teaching Media assignment reconciled to the strongest current instructional section.
24,tiBoardTroubleshooting,tiBoardTroubleshooting,Board Level Troubleshooting,Texas Instruments,Manufacturer troubleshooting video,Required · Bring-up/troubleshooting video,RETAINED + INTEGRATED,Week 24 → Career Lesson → Bring up dependencies in order,Demonstrated in,required,YES,learn.html?week=24&stage=career-lesson&lesson=1&section=career-w24-bring-up-dependencies-in-order&from=media&media=tiBoardTroubleshooting,"Demonstrated in: Week 09 → Career Lesson → Use rail behavior to distinguish source, regulator, and load faults [learn.html?week=9&stage=career-lesson&lesson=1&section=career-w09-use-rail-behavior-to-distinguish-source-regulator-and-load-faults&from=media&media=tiBoardTroubleshooting] | Demonstrated in: Week 13 → Career Lesson → Choose a high-information test [learn.html?week=13&stage=career-lesson&lesson=1&section=career-w13-choose-a-high-information-test&from=media&media=tiBoardTroubleshooting] | Demonstrated in: Week 28 → Career Lesson → Root cause survives controlled reversal [learn.html?week=28&stage=career-lesson&lesson=1&section=career-w28-root-cause-survives-controlled-reversal&from=media&media=tiBoardTroubleshooting]","After watching, be able to explain or demonstrate: Use A-B-A substitution only when it preserves evidence and is electrically safe; check board-level causes/parasitics/cleanliness where relevant.",Existing Teaching Media assignment reconciled to the strongest current instructional section.
25,nasaSensorRangeCheck,nasaSensorRangeCheck,R049 — Missing Software Sensor Range Checking Capabilities,NASA Software Engineering Handbook,Government software-assurance risk and validation guidance,Required · Sensor plausibility/invalid-state teaching,RETAINED + INTEGRATED,Week 25 → Career Lesson → Failure behavior is part of the feature,Taught in,required,YES,learn.html?week=25&stage=career-lesson&lesson=1&section=career-w25-failure-behavior-is-part-of-the-feature&from=media&media=nasaSensorRangeCheck,,"After using this resource, be able to explain or apply: Define the valid range from requirements/datasheet evidence, preserve the raw reading, mark invalid data explicitly and decide the safe application response rather than clamping or hiding the fault.",Existing Teaching Media assignment reconciled to the strongest current instructional section.
25,saleaeStm32I2c,saleaeStm32I2c,STM32 Nucleo Board — Analyzing I2C,Saleae,Manufacturer hands-on tutorial,Required for I2C path,RETAINED + INTEGRATED,Week 25 → Career Lesson → Triangulate with independent evidence,Taught in,required,YES,learn.html?week=25&stage=career-lesson&lesson=1&section=career-w25-triangulate-with-independent-evidence&from=media&media=saleaeStm32I2c,Taught in: Week 18 → Career Lesson → I DO: prove an I²C identity-register read end to end [learn.html?week=18&stage=career-lesson&lesson=1&section=career-w18-i-do-prove-an-i2c-identity-register-read-end-to-end&from=media&media=saleaeStm32I2c],"After using this resource, be able to explain or apply: Correlate raw bytes with device-register intent and the converted engineering value.",Existing Teaching Media assignment reconciled to the strongest current instructional section.
25,saleaeStm32Spi,saleaeStm32Spi,STM32 Nucleo Board — Analyzing SPI,Saleae,Manufacturer hands-on tutorial,Required for SPI path,RETAINED + INTEGRATED,Week 25 → Career Lesson → Triangulate with independent evidence,Taught in,required,YES,learn.html?week=25&stage=career-lesson&lesson=1&section=career-w25-triangulate-with-independent-evidence&from=media&media=saleaeStm32Spi,Taught in: Week 18 → Career Lesson → Run one small SPI comparison transaction [learn.html?week=18&stage=career-lesson&lesson=1&section=career-w18-run-one-small-spi-comparison-transaction&from=media&media=saleaeStm32Spi],"After using this resource, be able to explain or apply: Verify CPOL/CPHA and transaction framing against the selected device datasheet.",Existing Teaching Media assignment reconciled to the strongest current instructional section.
25,schneiderI2cStaleData,schneiderI2cStaleData,I2C Failure Case — Stale and Invalid Sensor Data Treated as Valid,Schneider Electric,Manufacturer technical failure analysis,Required · Real stale-data failure case,RETAINED + INTEGRATED,Week 25 → Career Lesson → Failure behavior is part of the feature,Taught in,required,YES,learn.html?week=25&stage=career-lesson&lesson=1&section=career-w25-failure-behavior-is-part-of-the-feature&from=media&media=schneiderI2cStaleData,,"After using this resource, be able to explain or apply: Separate 'the last value was plausible' from 'a new valid sample was actually received.' Track freshness/validity and reject sentinel, malformed or failed-read data before conversion/control decisions.",Existing Teaching Media assignment reconciled to the strongest current instructional section.
25,stHalI2cUseCases,stHalI2cUseCases,"STM32 HAL I2C Use Cases — Status, Timeout, Error, Abort, and Recovery Paths",STMicroelectronics,Manufacturer HAL driver use-case documentation,Required · Interface error-state and timeout teaching,RETAINED + INTEGRATED,Week 25 → Career Lesson → Failure behavior is part of the feature,Used in,required,YES,learn.html?week=25&stage=career-lesson&lesson=1&section=career-w25-failure-behavior-is-part-of-the-feature&from=media&media=stHalI2cUseCases,,"After using this reference, be able to locate, explain, or apply: A failed or timed-out transaction must not silently reuse the previous buffer as though it were a new sensor sample. Propagate an explicit validity/error state to the application.",Existing Teaching Media assignment reconciled to the strongest current instructional section.
25,stMooc,stMooc,STM32CubeMX and STM32Cube HAL Basics,STMicroelectronics,Manufacturer MOOC,Required · MCU peripheral/HAL path,RETAINED + INTEGRATED,Week 25 → Career Lesson → Build a thin end-to-end slice first,Lab preparation for,required,YES,learn.html?week=25&stage=career-lesson&lesson=1&section=career-w25-build-a-thin-end-to-end-slice-first&from=media&media=stMooc,,"After watching, be able to explain or demonstrate: Understand initialization, error/return behavior and where application code belongs.",Existing Teaching Media assignment reconciled to the strongest current instructional section.
25,tiADC,tiADC,TI Precision Labs — ADCs,Texas Instruments,Manufacturer video series,Required for analog path,RETAINED + INTEGRATED,Week 25 → Career Lesson → Triangulate with independent evidence,Used in,required,YES,learn.html?week=25&stage=career-lesson&lesson=1&section=career-w25-triangulate-with-independent-evidence&from=media&media=tiADC,,"After watching, be able to explain or demonstrate: Calculate expected code/value independently and compare to captured data.",Existing Teaching Media assignment reconciled to the strongest current instructional section.
25,tiGalvanicIsolation,tiGalvanicIsolation,What Is Galvanic Isolation?,Texas Instruments,Manufacturer technical video,Required · Isolation fundamentals,RETAINED + INTEGRATED,Week 25 → CETa Lesson → Isolation changes reference relationships,Taught in,required,YES,learn.html?week=25&stage=ceta-lesson&lesson=0&section=concept-3&from=media&media=tiGalvanicIsolation,,"After watching, be able to explain or demonstrate: Explain how isolation changes reference/ground relationships and why two sides need separate return/power domains.",Existing Teaching Media assignment reconciled to the strongest current instructional section.
25,tiIsolationSeries,tiIsolationSeries,TI Precision Labs — Introduction to Isolation,Texas Instruments,Manufacturer 13-part video curriculum,Required · Isolation curriculum,RETAINED + INTEGRATED,Week 25 → CETa Lesson → Optical isolation solves one problem while creating design constraints,Used in,required,YES,learn.html?week=25&stage=ceta-lesson&lesson=0&section=concept-6&from=media&media=tiIsolationSeries,,"After watching, be able to explain or demonstrate: Separate functional/signal isolation from certified safety isolation and track how signals/power cross the barrier.",Existing Teaching Media assignment reconciled to the strongest current instructional section.
26,armDebuggingAdventures,armDebuggingAdventures,Adventures in Debugging,Arm,Processor-vendor debugging video/tutorial,Required · Diagnostic practice,RETAINED + INTEGRATED,Week 26 → Career Lesson → Diagnostics must survive the failure they describe,Demonstrated in,required,YES,learn.html?week=26&stage=career-lesson&lesson=1&section=career-w26-diagnostics-must-survive-the-failure-they-describe&from=media&media=armDebuggingAdventures,,"After watching, be able to explain or demonstrate: Design diagnostics that preserve enough state to identify what failed before recovery erases the evidence.",Existing Teaching Media assignment reconciled to the strongest current instructional section.
26,armEmbedded,armEmbedded,Embedded C Programming with Arm Cortex-M,Arm,Vendor-validated video course,Required · Embedded C/machine-level course,RETAINED + INTEGRATED,Week 26 → CETa Lesson → Memory and time define embedded correctness,Review of,required,YES,learn.html?week=26&stage=ceta-lesson&lesson=0&section=concept-2&from=media&media=armEmbedded,Taught in: Week 15 → Career Lesson → Map C onto a microcontroller before adding concurrency [learn.html?week=15&stage=career-lesson&lesson=1&section=career-w15-map-c-onto-a-microcontroller-before-adding-concurrency&from=media&media=armEmbedded] | Review of: Week 16 → CETa Lesson → An MCU is a computer plus tightly integrated peripherals [learn.html?week=16&stage=ceta-lesson&lesson=0&section=concept-4&from=media&media=armEmbedded],"After watching, be able to explain or demonstrate: Tie each C construct to register/memory/processor state rather than treating firmware as abstract software.",Existing Teaching Media assignment reconciled to the strongest current instructional section.
26,nasaSystems,nasaSystems,NASA Systems Engineering Handbook,NASA,Government engineering handbook,Reference · Traceability,RETAINED + INTEGRATED,Week 26 → Career Lesson → Architecture follows responsibilities and test seams,Used in,supporting,YES,learn.html?week=26&stage=career-lesson&lesson=1&section=career-w26-architecture-follows-responsibilities-and-test-seams&from=media&media=nasaSystems,Used in: Week 22 → Career Lesson → Traceability controls scope [learn.html?week=22&stage=career-lesson&lesson=1&section=career-w22-traceability-controls-scope&from=media&media=nasaSystems] | Used in: Week 23 → Career Lesson → A controlled baseline isolates future change [learn.html?week=23&stage=career-lesson&lesson=1&section=career-w23-a-controlled-baseline-isolates-future-change&from=media&media=nasaSystems] | Used in: Week 28 → Career Lesson → The report should show the reasoning chain [learn.html?week=28&stage=career-lesson&lesson=1&section=career-w28-the-report-should-show-the-reasoning-chain&from=media&media=nasaSystems],"After using this reference, be able to locate, explain, or apply: Document failure mode, detection, response and verification at project scale.",Existing Teaching Media assignment reconciled to the strongest current instructional section.
26,stOnlineTrainingCurrent,stOnlineTrainingCurrent,STM32 Online Training,STMicroelectronics,Current manufacturer technical training,Required · STM32 peripheral/system training,RETAINED + INTEGRATED,Week 26 → Career Lesson → Separate hardware access from application decisions,Taught in,required,YES,learn.html?week=26&stage=career-lesson&lesson=1&section=career-w26-separate-hardware-access-from-application-decisions&from=media&media=stOnlineTrainingCurrent,,"After using this resource, be able to explain or apply: Confirm status flags, initialization dependencies and error semantics rather than inventing behavior.",Existing Teaching Media assignment reconciled to the strongest current instructional section.
26,stWatchdogGuide,stWatchdogGuide,Getting Started with STM32 Watchdogs,STMicroelectronics,Manufacturer technical tutorial,Required · Timeout/recovery instruction,RETAINED + INTEGRATED,Week 26 → Career Lesson → Timeouts and error states make absence observable,Taught in,required,YES,learn.html?week=26&stage=career-lesson&lesson=1&section=career-w26-timeouts-and-error-states-make-absence-observable&from=media&media=stWatchdogGuide,,"After using this resource, be able to explain or apply: Design watchdog service around verified progress, not unconditional kicking.",Existing Teaching Media assignment reconciled to the strongest current instructional section.
26,tiCrashDebugging,tiCrashDebugging,Diagnose and Debug Embedded Software Program Crashes,Texas Instruments,Manufacturer video with demonstrations,Required · Failure-diagnosis demonstration,RETAINED + INTEGRATED,Week 26 → Career Lesson → Make errors explicit and recoverable,Demonstrated in,required,YES,learn.html?week=26&stage=career-lesson&lesson=1&section=career-w26-make-errors-explicit-and-recoverable&from=media&media=tiCrashDebugging,,"After watching, be able to explain or demonstrate: Connect crash symptoms to preserved diagnostic evidence rather than simply resetting.",Existing Teaching Media assignment reconciled to the strongest current instructional section.
27,keysightPythonAutomation,keysightPythonAutomation,Instrument Control and Automation with Python,Keysight Technologies,Test-equipment manufacturer Python automation application note,Required · Structured instrument-driver/test-step example,RETAINED + INTEGRATED,Week 27 → Career Lesson → Career integration: Python hardware-test automation and data integrity,Taught in,required,YES,learn.html?week=27&stage=career-lesson&lesson=1&section=career-w27-career-integration-python-hardware-test-automation-and-data-integrity&from=media&media=keysightPythonAutomation,,"After using this resource, be able to explain or apply: Keep instrument drivers responsible for reliable I/O and test logic responsible for requirement conditions/verdicts; preserve raw returned data before derived reporting.",Existing Teaching Media assignment reconciled to the strongest current instructional section.
27,matplotlib,matplotlib,Matplotlib Quick Start,Matplotlib project,Official project documentation,Required when plotting · Evidence visualization,RETAINED + INTEGRATED,Week 27 → Career Lesson → Summaries and plots answer a hardware question,Used in,required,YES,learn.html?week=27&stage=career-lesson&lesson=1&section=career-w27-summaries-and-plots-answer-a-hardware-question&from=media&media=matplotlib,,"After using this reference, be able to locate, explain, or apply: Label axes/units/limits and preserve anomalies rather than smoothing them away.",Existing Teaching Media assignment reconciled to the strongest current instructional section.
27,mitVerification,mitVerification,Session 9 — Verification and Validation,MIT OpenCourseWare,University systems-engineering video lecture with transcript,Required · Verdict semantics,RETAINED + INTEGRATED,Week 27 → Career Lesson → Verdicts need explicit semantics,Review of,required,YES,learn.html?week=27&stage=career-lesson&lesson=1&section=career-w27-verdicts-need-explicit-semantics&from=media&media=mitVerification,Taught in: Week 22 → Career Lesson → Verification asks whether it meets the requirement [learn.html?week=22&stage=career-lesson&lesson=1&section=career-w22-verification-asks-whether-it-meets-the-requirement&from=media&media=mitVerification],"After watching, be able to explain or demonstrate: Distinguish test execution success from DUT requirement compliance.",Existing Teaching Media assignment reconciled to the strongest current instructional section.
27,niVeriStandWorkflow,niVeriStandWorkflow,Creating Real-Time Stimulus Profiles in NI VeriStand,National Instruments,Test-and-measurement manufacturer test-sequence tutorial,Required · Coherent test-sequence architecture tutorial,RETAINED + INTEGRATED,"Week 27 → Career Lesson → A test case has setup, stimulus, acquisition, evaluation, cleanup, and report stages",Taught in,required,YES,learn.html?week=27&stage=career-lesson&lesson=1&section=career-w27-a-test-case-has-setup-stimulus-acquisition-evaluation-cleanup-and-report&from=media&media=niVeriStandWorkflow,,"After using this resource, be able to explain or apply: Translate the architecture into the Python project as setup/initialize → stimulus → acquire/measure → evaluate → cleanup/reset → log/report, while keeping framework-specific VeriStand details separate from the transferable test pattern.",Existing Teaching Media assignment reconciled to the strongest current instructional section.
