week,source_id,title,provider,kind,source_url,disposition,lesson_track,lesson_title,segment_id,segment_title,instructional_role,display_treatment,why_here,watch_for,decision_reason
25,tiIsolationSeries,TI Precision Labs — Introduction to Isolation,Texas Instruments,Manufacturer 13-part video curriculum,https://www.ti.com/video/series/precision-labs/ti-precision-labs-introduction-to-isolation.html,contextual lesson placement,CETa,"Retention: interface circuitry, conversion, and optical/isolation context",concept-6,Optical isolation solves one problem while creating design constraints,go-deeper,compact,"Complete the mapped lessons on digital isolators, isolated inputs, creepage/clearance, CMTI, isolated power and isolated communications as relevant to the vertical slice.",Separate functional/signal isolation from certified safety isolation and track how signals/power cross the barrier.,"Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
25,stMooc,STM32CubeMX and STM32Cube HAL Basics,STMicroelectronics,Manufacturer MOOC,https://www.st.com/content/st_com/en/support/learning/stm32-moocs/stm32cubemx-and-cubeHhal-basics.html,contextual lesson placement,Career,Integrate one peripheral through a controlled vertical slice,career-w25-build-a-thin-end-to-end-slice-first,Build a thin end-to-end slice first,lab-prep,primary,Use the exact MCU peripheral/HAL section for the selected interface and confirm generated configuration against device documentation.,"Understand initialization, error/return behavior and where application code belongs.","Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
25,tiADC,TI Precision Labs — ADCs,Texas Instruments,Manufacturer video series,https://www.ti.com/video/series/precision-labs/ti-precision-labs-analog-to-digital-converters-adcs.html,contextual lesson placement,Career,Integrate one peripheral through a controlled vertical slice,career-w25-triangulate-with-independent-evidence,Triangulate with independent evidence,reinforcement,primary,"Use the TI ADC instruction to connect sampling, reference voltage, resolution, error/noise and raw code to engineering units.",Calculate expected code/value independently and compare to captured data.,"Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
26,armEmbedded,Embedded C Programming with Arm Cortex-M,Arm,Vendor-validated video course,https://developer.arm.com/community/arm-community-blogs/b/embedded-and-microcontrollers-blog/posts/embedded-c-programming-with-arm-cortex-m-video-course,contextual lesson placement,CETa,"Retention: logic, registers, memory, and computer blocks",concept-2,Memory and time define embedded correctness,review,primary,"Use the mapped modules on bitwise register work, volatile, functions/stack, modules, structures/CMSIS and machine-level execution.",Tie each C construct to register/memory/processor state rather than treating firmware as abstract software.,"Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
26,armDebuggingAdventures,Adventures in Debugging,Arm,Processor-vendor debugging video/tutorial,https://developer.arm.com/additional-resources/video-tutorials/devhub/adventures-in-debugging,contextual lesson placement,Career,"Separate drivers, application state, diagnostics, and recovery",career-w26-diagnostics-must-survive-the-failure-they-describe,Diagnostics must survive the failure they describe,troubleshooting,primary,"Learn practical embedded debugging techniques: logs, signal probing, GDB/Python, trace and remote debugging.",Design diagnostics that preserve enough state to identify what failed before recovery erases the evidence.,"Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
26,tiCrashDebugging,Diagnose and Debug Embedded Software Program Crashes,Texas Instruments,Manufacturer video with demonstrations,https://www.ti.com/video/6142095761001,contextual lesson placement,Career,"Separate drivers, application state, diagnostics, and recovery",career-w26-make-errors-explicit-and-recoverable,Make errors explicit and recoverable,troubleshooting,primary,"See run-time instrumentation used to diagnose stack/buffer overflows, memory leaks and CPU exceptions with stack traceback.",Connect crash symptoms to preserved diagnostic evidence rather than simply resetting.,"Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
27,mitVerification,Session 9 — Verification and Validation,MIT OpenCourseWare,University systems-engineering video lecture with transcript,https://ocw.mit.edu/courses/16-842-fundamentals-of-systems-engineering-fall-2015/resources/session-9-verification-and-validation/,contextual lesson placement,Career,Design a maintainable automated hardware test,career-w27-verdicts-need-explicit-semantics,Verdicts need explicit semantics,review,primary,Revisit verification logic so each automated test proves an explicit requirement under stated conditions.,Distinguish test execution success from DUT requirement compliance.,"Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
28,tiBoardTroubleshooting,Board Level Troubleshooting,Texas Instruments,Manufacturer troubleshooting video,https://www.ti.com/video/5971802514001,contextual lesson placement,Career,Design controlled faults and write a defensible report,career-w28-root-cause-survives-controlled-reversal,Root cause survives controlled reversal,troubleshooting,primary,Use TI’s structured board troubleshooting and A-B-A reasoning as the practical root-cause model.,"A root cause must explain the symptom and follow controlled reversal/reproduction, not just disappear after a change.","Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
30,umichResumeBullets,Resume Resources — Write Higher Quality Bullet Points,University of Michigan Career Center,University career instruction with video,https://careercenter.umich.edu/article/resume-resources,contextual lesson placement,Career,Build an evidence-first application and interview package,career-w30-a-resume-bullet-is-a-compact-evidence-claim,A resume bullet is a compact evidence claim,core,primary,Convert project evidence into concise Action + What + How/Why/Impact bullets.,"Every bullet must be defensible from an artifact, log, result or documented role.","Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
30,pennStarVideo,Interviewing — The S.T.A.R. Method,University of Pennsylvania Career Services,University career video with transcript,https://careerservices.upenn.edu/videos/interviewing-the-s-t-a-r-method/,contextual lesson placement,Career,Build an evidence-first application and interview package,career-w30-defend-the-project-at-30-seconds-2-minutes-and-depth,"Defend the project at 30 seconds, 2 minutes, and depth",demonstration,primary,Use STAR to turn a real project/troubleshooting episode into a concise behavioral explanation.,Keep Task/Action specific to your own role and make Result factual/measurable.,"Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
31,pennSearchWorkshop,"Resume, Interview and Search Strategy Workshop",University of Pennsylvania Career Services,University career workshop video,https://careerservices.upenn.edu/videos/livestream-prep-workshop-resume-interview-and-search-strategy/,contextual lesson placement,Career,Run applications as an evidence-and-feedback loop,career-w31-use-a-role-filter-before-spending-application-energy,Use a role filter before spending application energy,core,primary,"Use the university workshop to integrate resume, interview and search strategy into one repeatable application cycle.",Separate search volume from search quality; preserve what changed between application versions.,"Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
31,ucsdStudyVideos,"Effective Study Techniques Videos — Spaced, Retrieval, and Interleaved Practice",University of California San Diego Department of Psychology,University instructional video series,https://psychology.ucsd.edu/undergraduate-program/undergraduate-resources/academic-writing-resources/effective-studying/effective-studying-videos.html,contextual lesson placement,CETa,Retention: protect certification knowledge after the course,concept-4,"Retention needs spaced retrieval, not permanent cramming",review,primary,Use spaced retrieval/interleaving to maintain CETa/electronics knowledge after the course instead of restarting from Week 1.,Schedule periodic closed-note mixed retrieval and reopen only the domains that show evidence of decay.,"Placed at the exact current lesson section where the media most directly supports explanation, demonstration, lab readiness, troubleshooting, reinforcement, review, or deeper study."
