ID,Previous Standard,Final Standard,Status,Source Relationship,Primary Source ID,Primary Source,Primary Source URL,Secondary Source IDs,Secondary Sources / URLs,Why Relevant,Alfred Adaptation,Prerequisites,Instructional Home,First Curriculum Use Week,Primary Mastery Week,Semantic Task ID,Evidence Route
C11.4,"Use boundary, nominal, and fault conditions to expose weaknesses that a single happy-path test would miss.","Use boundary, nominal, and fault conditions to expose weaknesses that a single happy-path test would miss.",KEEP,Informed by / cross-checked against,abetETAC,"ABET — Criteria for Accrediting Engineering Technology Programs, 2026–2027",https://www.abet.org/accreditation/accreditation-criteria/criteria-for-accrediting-engineering-technology-programs-2026-2027/,nasaSystems; onetTech,NASA — NASA Systems Engineering Handbook | https://www.nasa.gov/reference/systems-engineering-handbook/; O*NET OnLine / U.S. Department of Labor — Electrical and Electronic Engineering Technologists and Technicians | https://www.onetonline.org/link/summary/17-3023.00,Retained because the existing competency remains appropriately scoped; provenance and prerequisite traceability were added.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,C3 measurement evidence; C5 troubleshooting/causal reasoning; explicit requirement/expected-result model,"Week 28 Career — Career integration: verification, validation, test design, and traceability",28,28,SEM-C11-28-085,"Week 28 · Career integration: verification, validation, test design, and traceability · required elements: Requirement-to-measurement translation; Differentiate verification/validation/characterization/troubleshooting/production test; Repeatable controlled procedure; Nominal/boundary/fault cases; Pass/fail/inconclusive based on evidence; Requirement-test-result-anomaly-action-retest trace"
C11.5,"Interpret test results against requirements and identify whether the result is pass, fail, inconclusive, or requires additional data.","Interpret test results against requirements and identify whether the result is pass, fail, inconclusive, or requires additional data.",KEEP,Informed by / cross-checked against,abetETAC,"ABET — Criteria for Accrediting Engineering Technology Programs, 2026–2027",https://www.abet.org/accreditation/accreditation-criteria/criteria-for-accrediting-engineering-technology-programs-2026-2027/,nasaSystems; onetTech,NASA — NASA Systems Engineering Handbook | https://www.nasa.gov/reference/systems-engineering-handbook/; O*NET OnLine / U.S. Department of Labor — Electrical and Electronic Engineering Technologists and Technicians | https://www.onetonline.org/link/summary/17-3023.00,Retained because the existing competency remains appropriately scoped; provenance and prerequisite traceability were added.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,C3 measurement evidence; C5 troubleshooting/causal reasoning; explicit requirement/expected-result model,"Week 28 Career — Career integration: verification, validation, test design, and traceability",28,28,SEM-C11-28-085,"Week 28 · Career integration: verification, validation, test design, and traceability · required elements: Requirement-to-measurement translation; Differentiate verification/validation/characterization/troubleshooting/production test; Repeatable controlled procedure; Nominal/boundary/fault cases; Pass/fail/inconclusive based on evidence; Requirement-test-result-anomaly-action-retest trace"
C11.6,"Maintain traceability between requirement, test case, result, anomaly, corrective action, and retest evidence.","Maintain traceability between requirement, test case, result, anomaly, corrective action, and retest evidence.",KEEP,Informed by / cross-checked against,abetETAC,"ABET — Criteria for Accrediting Engineering Technology Programs, 2026–2027",https://www.abet.org/accreditation/accreditation-criteria/criteria-for-accrediting-engineering-technology-programs-2026-2027/,nasaSystems; onetTech,NASA — NASA Systems Engineering Handbook | https://www.nasa.gov/reference/systems-engineering-handbook/; O*NET OnLine / U.S. Department of Labor — Electrical and Electronic Engineering Technologists and Technicians | https://www.onetonline.org/link/summary/17-3023.00,Retained because the existing competency remains appropriately scoped; provenance and prerequisite traceability were added.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,C3 measurement evidence; C5 troubleshooting/causal reasoning; explicit requirement/expected-result model,"Week 28 Career — Career integration: verification, validation, test design, and traceability",28,28,SEM-C11-28-085,"Week 28 · Career integration: verification, validation, test design, and traceability · required elements: Requirement-to-measurement translation; Differentiate verification/validation/characterization/troubleshooting/production test; Repeatable controlled procedure; Nominal/boundary/fault cases; Pass/fail/inconclusive based on evidence; Requirement-test-result-anomaly-action-retest trace"
C12.1,Use Git commits and branches to preserve meaningful firmware/test-script history and make changes reviewable.,"Use repository status, diff, staging, commits, and history to inspect and preserve meaningful firmware/test-script changes so the project state is reviewable and reproducible.",SPLIT,Adapted from / informed by,githubSkills,GitHub Skills — Introduction to GitHub,https://github.com/skills/introduction-to-github,pccEET101A,Portland Community College — EET 101A — Electronic Lab and Essential Work Skills | https://www.pcc.edu/ccog/eet/101a/,"The prior standard compressed repository inspection, commits, branches/tags, and known-good baseline control. Core change inspection/history remains C12.1; branch/tag baseline control becomes new C12.7.",Alfred teaches repository → working tree → status/diff → commit/history before branching/tagging.,Prior lab/project evidence; reproducibility and technical communication needs,Week 12 Career — status/diff/staging/commit/history,12,12,SEM-C12-12-1640,"Week 12 · Career integration: Git history, known-good baselines, and technical evidence · required elements: Status/diff/staging/commit/history reasoning; Command-line/project structure reproducibility; Branch/tag or known-good baseline use; Complete dated lab notes; Purpose/setup/method/results/conclusion/risks report; Fact-based technical handoff; Organized versioned files/screenshots/code/schematic/physical evidence"
C12.2,"Use basic command-line tools and a repeatable project structure to build, run, inspect, and archive engineering work.","Use basic command-line navigation and a repeatable project structure to build, run, inspect, compare, and archive engineering work without losing configuration or evidence context.",REWRITE,Informed by,githubSkills,GitHub Skills — Introduction to GitHub,https://github.com/skills/introduction-to-github,pccEET101A,Portland Community College — EET 101A — Electronic Lab and Essential Work Skills | https://www.pcc.edu/ccog/eet/101a/,Rewritten to expose the beginner prerequisite/mental model while preserving the same competency identity and assessment domain.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,Prior lab/project evidence; reproducibility and technical communication needs,"Week 12 Career — Career integration: Git history, known-good baselines, and technical evidence",12,12,SEM-C12-12-1640,"Week 12 · Career integration: Git history, known-good baselines, and technical evidence · required elements: Status/diff/staging/commit/history reasoning; Command-line/project structure reproducibility; Branch/tag or known-good baseline use; Complete dated lab notes; Purpose/setup/method/results/conclusion/risks report; Fact-based technical handoff; Organized versioned files/screenshots/code/schematic/physical evidence"
C12.3,"Write lab notes with date, objective, configuration, observations, measurements, anomalies, and next actions.","Write lab notes with date, objective, configuration, observations, measurements, anomalies, and next actions.",KEEP,Informed by,githubSkills,GitHub Skills — Introduction to GitHub,https://github.com/skills/introduction-to-github,pccEET101A; onetTech,Portland Community College — EET 101A — Electronic Lab and Essential Work Skills | https://www.pcc.edu/ccog/eet/101a/; O*NET OnLine / U.S. Department of Labor — Electrical and Electronic Engineering Technologists and Technicians | https://www.onetonline.org/link/summary/17-3023.00,Retained because the existing competency remains appropriately scoped; provenance and prerequisite traceability were added.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,Prior lab/project evidence; reproducibility and technical communication needs,"Week 12 Career — Career integration: Git history, known-good baselines, and technical evidence",12,12,SEM-C12-12-1640,"Week 12 · Career integration: Git history, known-good baselines, and technical evidence · required elements: Status/diff/staging/commit/history reasoning; Command-line/project structure reproducibility; Branch/tag or known-good baseline use; Complete dated lab notes; Purpose/setup/method/results/conclusion/risks report; Fact-based technical handoff; Organized versioned files/screenshots/code/schematic/physical evidence"
C12.4,"Create a concise test report with purpose, setup, method, results, plots/tables, conclusions, and unresolved risks.","Create a concise test report with purpose, setup, method, results, plots/tables, conclusions, and unresolved risks.",KEEP,Informed by,githubSkills,GitHub Skills — Introduction to GitHub,https://github.com/skills/introduction-to-github,pccEET101A; onetTech,Portland Community College — EET 101A — Electronic Lab and Essential Work Skills | https://www.pcc.edu/ccog/eet/101a/; O*NET OnLine / U.S. Department of Labor — Electrical and Electronic Engineering Technologists and Technicians | https://www.onetonline.org/link/summary/17-3023.00,Retained because the existing competency remains appropriately scoped; provenance and prerequisite traceability were added.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,Prior lab/project evidence; reproducibility and technical communication needs,"Week 12 Career — Career integration: Git history, known-good baselines, and technical evidence",12,12,SEM-C12-12-1640,"Week 12 · Career integration: Git history, known-good baselines, and technical evidence · required elements: Status/diff/staging/commit/history reasoning; Command-line/project structure reproducibility; Branch/tag or known-good baseline use; Complete dated lab notes; Purpose/setup/method/results/conclusion/risks report; Fact-based technical handoff; Organized versioned files/screenshots/code/schematic/physical evidence"
C12.5,"Communicate a technical problem to an engineer using observed facts, measurements, attempted checks, and a clear question.","Communicate a technical problem to an engineer using observed facts, measurements, attempted checks, and a clear question.",KEEP,Informed by,githubSkills,GitHub Skills — Introduction to GitHub,https://github.com/skills/introduction-to-github,pccEET101A; onetTech,Portland Community College — EET 101A — Electronic Lab and Essential Work Skills | https://www.pcc.edu/ccog/eet/101a/; O*NET OnLine / U.S. Department of Labor — Electrical and Electronic Engineering Technologists and Technicians | https://www.onetonline.org/link/summary/17-3023.00,Retained because the existing competency remains appropriately scoped; provenance and prerequisite traceability were added.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,Prior lab/project evidence; reproducibility and technical communication needs,"Week 12 Career — Career integration: Git history, known-good baselines, and technical evidence",12,12,SEM-C12-12-1640,"Week 12 · Career integration: Git history, known-good baselines, and technical evidence · required elements: Status/diff/staging/commit/history reasoning; Command-line/project structure reproducibility; Branch/tag or known-good baseline use; Complete dated lab notes; Purpose/setup/method/results/conclusion/risks report; Fact-based technical handoff; Organized versioned files/screenshots/code/schematic/physical evidence"
C12.6,"Keep filenames, versions, units, screenshots, code, schematics, and evidence organized so a future reviewer can reconstruct the work.","Keep filenames, versions, units, screenshots, code, schematics, and evidence organized so a future reviewer can reconstruct the work.",KEEP,Informed by,githubSkills,GitHub Skills — Introduction to GitHub,https://github.com/skills/introduction-to-github,pccEET101A; onetTech,Portland Community College — EET 101A — Electronic Lab and Essential Work Skills | https://www.pcc.edu/ccog/eet/101a/; O*NET OnLine / U.S. Department of Labor — Electrical and Electronic Engineering Technologists and Technicians | https://www.onetonline.org/link/summary/17-3023.00,Retained because the existing competency remains appropriately scoped; provenance and prerequisite traceability were added.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,Prior lab/project evidence; reproducibility and technical communication needs,"Week 12 Career — Career integration: Git history, known-good baselines, and technical evidence",12,12,SEM-C12-12-1640,"Week 12 · Career integration: Git history, known-good baselines, and technical evidence · required elements: Status/diff/staging/commit/history reasoning; Command-line/project structure reproducibility; Branch/tag or known-good baseline use; Complete dated lab notes; Purpose/setup/method/results/conclusion/risks report; Fact-based technical handoff; Organized versioned files/screenshots/code/schematic/physical evidence"
C12.7,,"Use branches and named known-good baselines/tags to isolate work, preserve recoverable project states, and tie firmware/documentation state to bench evidence.",ADD,Informed by,githubSkills,GitHub Skills — Introduction to GitHub,https://github.com/skills/introduction-to-github,pccEET101A,Portland Community College — EET 101A — Electronic Lab and Essential Work Skills | https://www.pcc.edu/ccog/eet/101a/,Added because branch/tag baseline control is a distinct configuration-management behavior that should not be hidden inside basic commit history.,Alfred applies the Git concept directly to pre-change/post-change electronics evidence.,C12.1 (status/diff/staging/commit/history); C12.2/C12.3 (reproducible project/document structure),Week 12 Career — branches/tags/known-good baselines,12,12,SEM-C12-12-1640,"Week 12 · Career integration: Git history, known-good baselines, and technical evidence · required elements: Status/diff/staging/commit/history reasoning; Command-line/project structure reproducibility; Branch/tag or known-good baseline use; Complete dated lab notes; Purpose/setup/method/results/conclusion/risks report; Fact-based technical handoff; Organized versioned files/screenshots/code/schematic/physical evidence"
C13.1,"Present a project with problem, requirements, architecture, implementation, test evidence, failure/recovery story, and final result.","Present a project with problem, requirements, architecture, implementation, test evidence, failure/recovery story, and final result.",KEEP,Alfred-authored integration; cross-checked against,onetTech,O*NET OnLine / U.S. Department of Labor — Electrical and Electronic Engineering Technologists and Technicians,https://www.onetonline.org/link/summary/17-3023.00,blsTech,U.S. Bureau of Labor Statistics — Electrical and Electronic Engineering Technologists and Technicians | https://www.bls.gov/ooh/architecture-and-engineering/electrical-and-electronics-engineering-technicians.htm,Retained because the existing competency remains appropriately scoped; provenance and prerequisite traceability were added.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,Accumulated technical artifacts/evidence from C1–C12; portfolio/interview/job-target context,"Week 30 Career — Career integration: portfolio proof, interviews, resumes, and bridge-role decisions",30,30,SEM-C13-30-1640A,"Week 30 · Career integration: portfolio proof, interviews, resumes, and bridge-role decisions · required elements: Problem-requirements-architecture-implementation-test-result story; Precise personal contribution; Hypothesis-and-measurement interview reasoning; Concrete resume evidence; Must-have versus learnable bridge-role analysis"
C13.2,"Explain personal contribution precisely without overstating ownership, certification, job title, or engineering authority.","Explain personal contribution precisely without overstating ownership, certification, job title, or engineering authority.",KEEP,Alfred-authored integration; cross-checked against,onetTech,O*NET OnLine / U.S. Department of Labor — Electrical and Electronic Engineering Technologists and Technicians,https://www.onetonline.org/link/summary/17-3023.00,blsTech,U.S. Bureau of Labor Statistics — Electrical and Electronic Engineering Technologists and Technicians | https://www.bls.gov/ooh/architecture-and-engineering/electrical-and-electronics-engineering-technicians.htm,Retained because the existing competency remains appropriately scoped; provenance and prerequisite traceability were added.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,Accumulated technical artifacts/evidence from C1–C12; portfolio/interview/job-target context,"Week 30 Career — Career integration: portfolio proof, interviews, resumes, and bridge-role decisions",30,30,SEM-C13-30-1640A,"Week 30 · Career integration: portfolio proof, interviews, resumes, and bridge-role decisions · required elements: Problem-requirements-architecture-implementation-test-result story; Precise personal contribution; Hypothesis-and-measurement interview reasoning; Concrete resume evidence; Must-have versus learnable bridge-role analysis"
C13.3,Answer a hardware troubleshooting interview question using a hypothesis-and-measurement process rather than guessing components.,Answer a hardware troubleshooting interview question using a hypothesis-and-measurement process rather than guessing components.,KEEP,Alfred-authored integration; cross-checked against,onetTech,O*NET OnLine / U.S. Department of Labor — Electrical and Electronic Engineering Technologists and Technicians,https://www.onetonline.org/link/summary/17-3023.00,blsTech,U.S. Bureau of Labor Statistics — Electrical and Electronic Engineering Technologists and Technicians | https://www.bls.gov/ooh/architecture-and-engineering/electrical-and-electronics-engineering-technicians.htm,Retained because the existing competency remains appropriately scoped; provenance and prerequisite traceability were added.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,Accumulated technical artifacts/evidence from C1–C12; portfolio/interview/job-target context,"Week 30 Career — Career integration: portfolio proof, interviews, resumes, and bridge-role decisions",30,30,SEM-C13-30-1640A,"Week 30 · Career integration: portfolio proof, interviews, resumes, and bridge-role decisions · required elements: Problem-requirements-architecture-implementation-test-result story; Precise personal contribution; Hypothesis-and-measurement interview reasoning; Concrete resume evidence; Must-have versus learnable bridge-role analysis"
C13.4,"Tailor a resume bullet to an electronics/test/embedded role using concrete tools, actions, results, and evidence.","Tailor a resume bullet to an electronics/test/embedded role using concrete tools, actions, results, and evidence.",KEEP,Alfred-authored integration; cross-checked against,onetTech,O*NET OnLine / U.S. Department of Labor — Electrical and Electronic Engineering Technologists and Technicians,https://www.onetonline.org/link/summary/17-3023.00,blsTech,U.S. Bureau of Labor Statistics — Electrical and Electronic Engineering Technologists and Technicians | https://www.bls.gov/ooh/architecture-and-engineering/electrical-and-electronics-engineering-technicians.htm,Retained because the existing competency remains appropriately scoped; provenance and prerequisite traceability were added.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,Accumulated technical artifacts/evidence from C1–C12; portfolio/interview/job-target context,"Week 30 Career — Career integration: portfolio proof, interviews, resumes, and bridge-role decisions",30,30,SEM-C13-30-1640A,"Week 30 · Career integration: portfolio proof, interviews, resumes, and bridge-role decisions · required elements: Problem-requirements-architecture-implementation-test-result story; Precise personal contribution; Hypothesis-and-measurement interview reasoning; Concrete resume evidence; Must-have versus learnable bridge-role analysis"
C13.5,Evaluate a job description for must-have versus learnable skills and identify a credible bridge-role application strategy.,Evaluate a job description for must-have versus learnable skills and identify a credible bridge-role application strategy.,KEEP,Alfred-authored integration; cross-checked against,onetTech,O*NET OnLine / U.S. Department of Labor — Electrical and Electronic Engineering Technologists and Technicians,https://www.onetonline.org/link/summary/17-3023.00,blsTech,U.S. Bureau of Labor Statistics — Electrical and Electronic Engineering Technologists and Technicians | https://www.bls.gov/ooh/architecture-and-engineering/electrical-and-electronics-engineering-technicians.htm,Retained because the existing competency remains appropriately scoped; provenance and prerequisite traceability were added.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,Accumulated technical artifacts/evidence from C1–C12; portfolio/interview/job-target context,"Week 30 Career — Career integration: portfolio proof, interviews, resumes, and bridge-role decisions",30,30,SEM-C13-30-1640A,"Week 30 · Career integration: portfolio proof, interviews, resumes, and bridge-role decisions · required elements: Problem-requirements-architecture-implementation-test-result story; Precise personal contribution; Hypothesis-and-measurement interview reasoning; Concrete resume evidence; Must-have versus learnable bridge-role analysis"
C13.6,"Use interview/application feedback to choose the next technical repair, portfolio improvement, or job-search adjustment.","Use interview/application feedback to choose the next technical repair, portfolio improvement, or job-search adjustment.",MOVE,Alfred-authored integration; cross-checked against,onetTech,O*NET OnLine / U.S. Department of Labor — Electrical and Electronic Engineering Technologists and Technicians,https://www.onetonline.org/link/summary/17-3023.00,blsTech,U.S. Bureau of Labor Statistics — Electrical and Electronic Engineering Technologists and Technicians | https://www.bls.gov/ooh/architecture-and-engineering/electrical-and-electronics-engineering-technicians.htm,Moved to the first curriculum location where the full competency is actually taught and can be assessed without future-concept leakage.,Alfred preserves the competency identity but moves required mastery evidence to the dependency-correct week.,C13.1–C13.5 (portfolio/interview/job-evidence cycle); actual application/interview outcome log,Week 31 Career — application/interview feedback repair loop,31,31,SEM-C13-31-1640B,Week 31 · Career integration: application/interview feedback as a targeted repair loop · required elements: Feedback interpreted as evidence with uncertainty; Repeated actionable gap identified; Smallest relevant technical/portfolio/search repair selected; New evidence or changed artifact defined; Re-entry/review plan instead of wholesale curriculum restart
