ID,Previous Standard,Final Standard,Status,Source Relationship,Primary Source ID,Primary Source,Primary Source URL,Secondary Source IDs,Secondary Sources / URLs,Why Relevant,Alfred Adaptation,Prerequisite Standard Codes,Prerequisite Detail,Foundation Teaching Week,Foundation Teaching Section ID,Foundation Teaching Section,First Introduction Week,First Guided-Practice Week,First Application Week,Reinforcement Weeks,Mastery Week,Semantic Evidence Task ID,Associated Question IDs,Associated Lab / Project Evidence,Instructional Home,Traceability Version
C12.1,Use Git commits and branches to preserve meaningful firmware/test-script history and make changes reviewable.,"Use repository status, diff, staging, commits, and history to inspect and preserve meaningful firmware/test-script changes so the project state is reviewable and reproducible.",SPLIT,Adapted from / informed by,githubSkills,Introduction to Git,https://github.com/skills/introduction-to-git,pccEET101A,pccEET101A: EET 101A — Electronic Lab and Essential Work Skills — https://www.pcc.edu/ccog/eet/101a/,"The prior standard compressed repository inspection, commits, branches/tags, and known-good baseline control. Core change inspection/history remains C12.1; branch/tag baseline control becomes new C12.7.",Alfred teaches repository → working tree → status/diff → commit/history before branching/tagging.,,Prior lab/project evidence; reproducibility and technical communication needs,12,career-w12-version-control-exists-because-project-files-change,Version control exists because project files change,12,12,23,23; 26,12,SEM-C12-12-1640,CAREER-W12-CHECK-2; CAREER-W12-GATE,Required semantic task SEM-C12-22-086; required primary lesson gate; v16.3 integrated lesson checks; Week 22 mastery/teach-back.,Week 12 Career — Version control exists because project files change,16.3.42
C12.2,"Use basic command-line tools and a repeatable project structure to build, run, inspect, and archive engineering work.","Use basic command-line navigation and a repeatable project structure to build, run, inspect, compare, and archive engineering work without losing configuration or evidence context.",REWRITE,Informed by,githubSkills,Introduction to Git,https://github.com/skills/introduction-to-git,pccEET101A,pccEET101A: EET 101A — Electronic Lab and Essential Work Skills — https://www.pcc.edu/ccog/eet/101a/,Rewritten and now explicitly taught in Week 12 with a beginner command-line/project-navigation ladder before Git/project reproducibility is assessed.,"Alfred teaches current directory, file listing, directory changes, project-root awareness, and documented command execution before using the CLI as invisible Git/build/test infrastructure.",,"Week 12 beginner CLI navigation (current directory, list files, change directory, relative paths) plus Git repository/working-tree model; no prior CLI fluency assumed.",12,career-w12-command-line-navigation-is-a-small-reproducibility-tool-not-assumed-know,"Command-line navigation is a small reproducibility tool, not assumed knowledge",12,12,14,14; 17; 23,12,SEM-C12-12-1640,,Required semantic task SEM-C12-22-086; required primary lesson gate; v16.3 integrated lesson checks; Week 22 mastery/teach-back.,"Week 12 Career — Command-line navigation is a small reproducibility tool, not assumed knowledge",16.3.42
C12.3,"Write lab notes with date, objective, configuration, observations, measurements, anomalies, and next actions.","Write lab notes with date, objective, configuration, observations, measurements, anomalies, and next actions.",KEEP,Informed by,githubSkills,Introduction to Git,https://github.com/skills/introduction-to-git,pccEET101A; onetTech,pccEET101A: EET 101A — Electronic Lab and Essential Work Skills — https://www.pcc.edu/ccog/eet/101a/; onetTech: Electrical and Electronic Engineering Technologists and Technicians — https://www.onetonline.org/link/summary/17-3023.00,Retained because the existing competency remains appropriately scoped; provenance and prerequisite traceability were added.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,,Prior lab/project evidence; reproducibility and technical communication needs,12,career-w12-lab-notes-preserve-the-conditions-that-git-cannot,Lab notes preserve the conditions that Git cannot,12,12,13,13; 20; 21; 22; 23,12,SEM-C12-12-1640,,Required semantic task SEM-C12-22-086; required primary lesson gate; v16.3 integrated lesson checks; Week 22 mastery/teach-back.,Week 12 Career — Lab notes preserve the conditions that Git cannot,16.3.42
C12.4,"Create a concise test report with purpose, setup, method, results, plots/tables, conclusions, and unresolved risks.","Create a concise test report with purpose, setup, method, results, plots/tables, conclusions, and unresolved risks.",KEEP,Informed by,githubSkills,Introduction to Git,https://github.com/skills/introduction-to-git,pccEET101A; onetTech,pccEET101A: EET 101A — Electronic Lab and Essential Work Skills — https://www.pcc.edu/ccog/eet/101a/; onetTech: Electrical and Electronic Engineering Technologists and Technicians — https://www.onetonline.org/link/summary/17-3023.00,Retained because the existing competency remains appropriately scoped; provenance and prerequisite traceability were added.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,,Prior lab/project evidence; reproducibility and technical communication needs,12,career-w12-a-test-report-turns-evidence-into-a-decision,A test report turns evidence into a decision,12,12,20,20; 28; 30,12,SEM-C12-12-1640,,Required semantic task SEM-C12-22-086; required primary lesson gate; v16.3 integrated lesson checks; Week 22 mastery/teach-back.,Week 12 Career — A test report turns evidence into a decision,16.3.42
C12.5,"Communicate a technical problem to an engineer using observed facts, measurements, attempted checks, and a clear question.","Communicate a technical problem to an engineer using observed facts, measurements, attempted checks, and a clear question.",KEEP,Informed by,githubSkills,Introduction to Git,https://github.com/skills/introduction-to-git,pccEET101A; onetTech,pccEET101A: EET 101A — Electronic Lab and Essential Work Skills — https://www.pcc.edu/ccog/eet/101a/; onetTech: Electrical and Electronic Engineering Technologists and Technicians — https://www.onetonline.org/link/summary/17-3023.00,Retained because the existing competency remains appropriately scoped; provenance and prerequisite traceability were added.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,,Prior lab/project evidence; reproducibility and technical communication needs,12,career-w12-technical-handoff-separates-facts-hypotheses-and-the-question,"Technical handoff separates facts, hypotheses, and the question",12,12,20,20; 28; 30; 31,12,SEM-C12-12-1640,CAREER-W21-CHECK-2,Required semantic task SEM-C12-22-086; required primary lesson gate; v16.3 integrated lesson checks; Week 22 mastery/teach-back.,"Week 12 Career — Technical handoff separates facts, hypotheses, and the question",16.3.42
C12.6,"Keep filenames, versions, units, screenshots, code, schematics, and evidence organized so a future reviewer can reconstruct the work.","Keep filenames, versions, units, screenshots, code, schematics, and evidence organized so a future reviewer can reconstruct the work.",KEEP,Informed by,githubSkills,Introduction to Git,https://github.com/skills/introduction-to-git,pccEET101A; onetTech,pccEET101A: EET 101A — Electronic Lab and Essential Work Skills — https://www.pcc.edu/ccog/eet/101a/; onetTech: Electrical and Electronic Engineering Technologists and Technicians — https://www.onetonline.org/link/summary/17-3023.00,Retained because the existing competency remains appropriately scoped; provenance and prerequisite traceability were added.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,,Prior lab/project evidence; reproducibility and technical communication needs,12,career-w12-lab-notes-preserve-the-conditions-that-git-cannot,Lab notes preserve the conditions that Git cannot,12,12,23,23; 29; 30,12,SEM-C12-12-1640,CAREER-W23-CHECK-1,Required semantic task SEM-C12-22-086; required primary lesson gate; v16.3 integrated lesson checks; Week 22 mastery/teach-back.,Week 12 Career — Lab notes preserve the conditions that Git cannot,16.3.42
C12.7,,"Use branches and named known-good baselines/tags to isolate work, preserve recoverable project states, and tie firmware/documentation state to bench evidence.",ADD,Informed by,githubSkills,Introduction to Git,https://github.com/skills/introduction-to-git,pccEET101A,pccEET101A: EET 101A — Electronic Lab and Essential Work Skills — https://www.pcc.edu/ccog/eet/101a/,Added because branch/tag baseline control is a distinct configuration-management behavior that should not be hidden inside basic commit history.,Alfred applies the Git concept directly to pre-change/post-change electronics evidence.,,C12.1 (status/diff/staging/commit/history); C12.2/C12.3 (reproducible project/document structure),12,career-w12-history-becomes-useful-when-each-commit-means-one-coherent-change,History becomes useful when each commit means one coherent change,12,12,12,,12,SEM-C12-12-1640,,Required semantic task SEM-C12-12-1640; v16.3.40 integrated lesson checks; changed-context mastery evidence.,Week 12 Career — History becomes useful when each commit means one coherent change,16.3.42
C13.1,"Present a project with problem, requirements, architecture, implementation, test evidence, failure/recovery story, and final result.","Present a project with problem, requirements, architecture, implementation, test evidence, failure/recovery story, and final result.",KEEP,Alfred-authored integration; cross-checked against,onetTech,Electrical and Electronic Engineering Technologists and Technicians,https://www.onetonline.org/link/summary/17-3023.00,blsTech,blsTech: Electrical and Electronic Engineering Technologists and Technicians — https://www.bls.gov/ooh/architecture-and-engineering/electrical-and-electronics-engineering-technicians.htm,Retained because the existing competency remains appropriately scoped; provenance and prerequisite traceability were added.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,C11.1; C11.6; C12.3; C12.4; C12.6,"C11.1, C11.6, C12.3, C12.4, C12.6 and accumulated technical project evidence from C1–C12.",29,career-w29-organize-for-a-hiring-manager-not-for-course-chronology,"Organize for a hiring manager, not for course chronology",29,29,30,30,30,SEM-C13-30-1640A,CAREER-W29-CHECK-1; CAREER-W29-GATE,Required semantic task SEM-C13-30-087; required primary lesson gate; v16.3 integrated lesson checks; Week 30 mastery/teach-back.,"Week 29 Career — Organize for a hiring manager, not for course chronology",16.3.42
C13.2,"Explain personal contribution precisely without overstating ownership, certification, job title, or engineering authority.","Explain personal contribution precisely without overstating ownership, certification, job title, or engineering authority.",KEEP,Alfred-authored integration; cross-checked against,onetTech,Electrical and Electronic Engineering Technologists and Technicians,https://www.onetonline.org/link/summary/17-3023.00,blsTech,blsTech: Electrical and Electronic Engineering Technologists and Technicians — https://www.bls.gov/ooh/architecture-and-engineering/electrical-and-electronics-engineering-technicians.htm,Retained because the existing competency remains appropriately scoped; provenance and prerequisite traceability were added.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,C12.5; C12.6,"C12.5, C12.6 plus the learner’s own project evidence and role boundaries.",29,career-w29-truthful-scope-is-part-of-technical-credibility,Truthful scope is part of technical credibility,29,29,30,30; 31,30,SEM-C13-30-1640A,CAREER-W29-CHECK-2,Required semantic task SEM-C13-30-087; required primary lesson gate; v16.3 integrated lesson checks; Week 30 mastery/teach-back.,Week 29 Career — Truthful scope is part of technical credibility,16.3.42
C13.3,Answer a hardware troubleshooting interview question using a hypothesis-and-measurement process rather than guessing components.,Answer a hardware troubleshooting interview question using a hypothesis-and-measurement process rather than guessing components.,KEEP,Alfred-authored integration; cross-checked against,onetTech,Electrical and Electronic Engineering Technologists and Technicians,https://www.onetonline.org/link/summary/17-3023.00,blsTech,blsTech: Electrical and Electronic Engineering Technologists and Technicians — https://www.bls.gov/ooh/architecture-and-engineering/electrical-and-electronics-engineering-technicians.htm,Retained because the existing competency remains appropriately scoped; provenance and prerequisite traceability were added.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,C5.1; C5.2; C5.3,C5.1–C5.3 troubleshooting/hypothesis-measurement reasoning plus prior project evidence.,30,career-w30-interview-answers-should-expose-technical-decisions,Interview answers should expose technical decisions,30,30,31,31,30,SEM-C13-30-1640A,CAREER-W30-CHECK-2; CAREER-W30-GATE,Required semantic task SEM-C13-30-087; required primary lesson gate; v16.3 integrated lesson checks; Week 30 mastery/teach-back.,Week 30 Career — Interview answers should expose technical decisions,16.3.42
C13.4,"Tailor a resume bullet to an electronics/test/embedded role using concrete tools, actions, results, and evidence.","Tailor a resume bullet to an electronics/test/embedded role using concrete tools, actions, results, and evidence.",KEEP,Alfred-authored integration; cross-checked against,onetTech,Electrical and Electronic Engineering Technologists and Technicians,https://www.onetonline.org/link/summary/17-3023.00,blsTech,blsTech: Electrical and Electronic Engineering Technologists and Technicians — https://www.bls.gov/ooh/architecture-and-engineering/electrical-and-electronics-engineering-technicians.htm,Retained because the existing competency remains appropriately scoped; provenance and prerequisite traceability were added.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,C12.6; C13.1,C12.6 evidence organization and C13.1 project-story evidence.,30,career-w30-a-resume-bullet-is-a-compact-evidence-claim,A resume bullet is a compact evidence claim,30,30,31,31,30,SEM-C13-30-1640A,,Required semantic task SEM-C13-30-087; required primary lesson gate; v16.3 integrated lesson checks; Week 30 mastery/teach-back.,Week 30 Career — A resume bullet is a compact evidence claim,16.3.42
C13.5,Evaluate a job description for must-have versus learnable skills and identify a credible bridge-role application strategy.,Evaluate a job description for must-have versus learnable skills and identify a credible bridge-role application strategy.,KEEP,Alfred-authored integration; cross-checked against,onetTech,Electrical and Electronic Engineering Technologists and Technicians,https://www.onetonline.org/link/summary/17-3023.00,blsTech,blsTech: Electrical and Electronic Engineering Technologists and Technicians — https://www.bls.gov/ooh/architecture-and-engineering/electrical-and-electronics-engineering-technicians.htm,Retained because the existing competency remains appropriately scoped; provenance and prerequisite traceability were added.,Alfred sequences the competency inside the shared CETa/Career dependency graph and uses Alfred-specific labs/projects for evidence.,C13.1; C13.2,C13.1–C13.2 plus target-role duties/constraints.,30,career-w30-target-roles-by-transferable-task-not-title-alone,"Target roles by transferable task, not title alone",30,30,31,31,30,SEM-C13-30-1640A,CAREER-W30-CHECK-1,Required semantic task SEM-C13-30-087; required primary lesson gate; v16.3 integrated lesson checks; Week 30 mastery/teach-back.,"Week 30 Career — Target roles by transferable task, not title alone",16.3.42
C13.6,"Use interview/application feedback to choose the next technical repair, portfolio improvement, or job-search adjustment.","Use interview/application feedback to choose the next technical repair, portfolio improvement, or job-search adjustment.",MOVE,Alfred-authored integration; cross-checked against,onetTech,Electrical and Electronic Engineering Technologists and Technicians,https://www.onetonline.org/link/summary/17-3023.00,blsTech,blsTech: Electrical and Electronic Engineering Technologists and Technicians — https://www.bls.gov/ooh/architecture-and-engineering/electrical-and-electronics-engineering-technicians.htm,Moved to the first curriculum location where the full competency is actually taught and can be assessed without future-concept leakage.,Alfred preserves the competency identity but moves required mastery evidence to the dependency-correct week.,C13.1; C13.2; C13.3; C13.4; C13.5,C13.1–C13.5 plus real application/interview outcome evidence.,31,career-w31-repair-narrowly-and-return-to-the-market,Repair narrowly and return to the market,31,31,31,,31,SEM-C13-31-1640B,CAREER-W31-CHECK-1; CAREER-W31-CHECK-2; CAREER-W31-GATE,Required semantic task SEM-C13-30-087; required primary lesson gate; v16.3 integrated lesson checks; Week 30 mastery/teach-back.,Week 31 Career — Repair narrowly and return to the market,16.3.42
