Assignment Week,Source ID,Canonical Source ID,Title,Provider,Resource Type,Original Role,Disposition,Instructional Week,Lesson,Section ID,Section Label,Relationship,Requirement,Inline,Exact Backlink,Context Framing,Post-Resource Action,Duplicate Status,Final Audit Result,Reason
22,mitVerification,mitVerification,Session 9 — Verification and Validation,MIT OpenCourseWare,University systems-engineering video lecture with transcript,Required · Verification/validation lecture,RETAINED + INTEGRATED,22,Career,career-w22-verification-asks-whether-it-meets-the-requirement,Verification asks whether it meets the requirement,Taught in,required,YES,learn.html?week=22&stage=career-lesson&lesson=1&section=career-w22-verification-asks-whether-it-meets-the-requirement&from=media&mediaWeek=22&media=mitVerification,PASS — use/watch guidance present,"After watching, be able to explain or demonstrate: For every project requirement, name how you will prove it before building.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
22,nasaRequirementAppendix,nasaRequirementAppendix,NASA Systems Engineering Handbook Appendix — How to Write a Good Requirement,NASA,Government engineering reference,Required · Authoritative requirement reference,RETAINED + INTEGRATED,22,Career,career-w22-a-requirement-describes-observable-behavior-and-conditions,A requirement describes observable behavior and conditions,Used in,required,YES,learn.html?week=22&stage=career-lesson&lesson=1&section=career-w22-a-requirement-describes-observable-behavior-and-conditions&from=media&mediaWeek=22&media=nasaRequirementAppendix,PASS — use/watch guidance present,"After using this reference, be able to locate, explain, or apply: Use ‘shall’ for requirements, active voice, necessary tolerances and testable/implementation-independent wording.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
22,nasaSystems,nasaSystems,NASA Systems Engineering Handbook,NASA,Government engineering handbook,Required · Traceability/reference,RETAINED + INTEGRATED,22,Career,career-w22-traceability-controls-scope,Traceability controls scope,Used in,required,YES,learn.html?week=22&stage=career-lesson&lesson=1&section=career-w22-traceability-controls-scope&from=media&mediaWeek=22&media=nasaSystems,PASS — use/watch guidance present,"After using this reference, be able to locate, explain, or apply: Every verification record should point back to a requirement and vice versa.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
22,onetTech,onetTech,Electrical and Electronic Engineering Technologists and Technicians,O*NET OnLine / U.S. Department of Labor,Government occupational evidence,Reference · Career transfer,RETAINED + INTEGRATED,22,Career,career-w22-career-integration-git-command-line-lab-notes-reports-and-technical-hand,"Career integration: Git, command line, lab notes, reports, and technical handoff",Used in,supporting,YES,learn.html?week=22&stage=career-lesson&lesson=1&section=career-w22-career-integration-git-command-line-lab-notes-reports-and-technical-hand&from=media&mediaWeek=22&media=onetTech,PASS — use/watch guidance present,"After using this reference, be able to locate, explain, or apply: Use occupational tasks to choose relevant proof, not to claim a job outcome.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
23,autodeskElectronicsBom,autodeskElectronicsBom,"Electronics Bill of Materials — Quantity, Value, Reference Designator, Footprint, and Manufacturer Part Number",Autodesk Fusion Electronics,EDA documentation teaching BOM completeness and fields,Required · Electronics BOM identity/completeness teaching,RETAINED + INTEGRATED,23,Career,career-w23-a-bill-of-materials-must-resolve-ambiguity,A bill of materials must resolve ambiguity,Used in,required,YES,learn.html?week=23&stage=career-lesson&lesson=1&section=career-w23-a-bill-of-materials-must-resolve-ambiguity&from=media&mediaWeek=23&media=autodeskElectronicsBom,PASS — use/watch guidance present,"After using this reference, be able to locate, explain, or apply: A generic part name is not enough—tie each populated design position to an unambiguous package/value/MPN and quantity where the project requires it.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
23,githubSkills,githubSkills,Introduction to Git,GitHub Skills,Beginner Git / command-line training,Required · Intro GitHub collaboration workflow,RETAINED + INTEGRATED,23,Career,career-w23-a-repository-is-the-projects-reconstructable-memory,A repository is the project’s reconstructable memory,Lab preparation for,required,YES,learn.html?week=23&stage=career-lesson&lesson=1&section=career-w23-a-repository-is-the-projects-reconstructable-memory&from=media&mediaWeek=23&media=githubSkills,PASS — use/watch guidance present,"After using this resource, be able to explain or apply: Do not infer command-line status/diff/log, rollback or complete configuration management from this introduction; those skills are taught by the resources below.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
23,keysightBenchPowerCourse,keysightBenchPowerCourse,Bench Power Supply Basics,Keysight Technologies,Manufacturer video course,Required · Pre-bring-up refresher,RETAINED + INTEGRATED,23,Career,career-w23-plan-first-power-as-a-test-case,Plan first power as a test case,Lab preparation for,required,YES,learn.html?week=23&stage=career-lesson&lesson=1&section=career-w23-plan-first-power-as-a-test-case&from=media&mediaWeek=23&media=keysightBenchPowerCourse,PASS — use/watch guidance present,"After watching, be able to explain or demonstrate: Select conservative voltage/current limits from device/board requirements and predict normal current behavior.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
23,mitGit2026,mitGit2026,The Missing Semester 2026 — Version Control and Git,MIT,"University Git lecture with video, notes, and command-line exercises",Required · Project-baseline and rollback Git teaching,RETAINED + INTEGRATED,23,Career,career-w23-a-baseline-is-a-recoverable-state,A baseline is a recoverable state,Review of,required,YES,learn.html?week=23&stage=career-lesson&lesson=1&section=career-w23-a-baseline-is-a-recoverable-state&from=media&mediaWeek=23&media=mitGit2026,PASS — use/watch guidance present,"After watching, be able to explain or demonstrate: Rollback means returning from a controlled change to an identified known-good state while preserving the history/evidence of what happened.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
23,mitRequirements,mitRequirements,Session 2 — Requirements Definition,MIT OpenCourseWare,University systems-engineering video lecture with transcript,Required · Baseline check,RETAINED + INTEGRATED,23,Career,career-w23-plan-first-power-as-a-test-case,Plan first power as a test case,Review of,required,YES,learn.html?week=23&stage=career-lesson&lesson=1&section=career-w23-plan-first-power-as-a-test-case&from=media&mediaWeek=23&media=mitRequirements,PASS — use/watch guidance present,"After watching, be able to explain or demonstrate: Do not add features during setup; unresolved ambiguity becomes an issue/decision record.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
23,mitShipping2026,mitShipping2026,The Missing Semester 2026 — Packaging and Shipping Code,MIT,University release/versioning/dependency/configuration lecture with video,Required · Release/configuration handoff reinforcement,RETAINED + INTEGRATED,23,Career,career-w23-recovery-paths-are-part-of-readiness,Recovery paths are part of readiness,Used in,required,YES,learn.html?week=23&stage=career-lesson&lesson=1&section=career-w23-recovery-paths-are-part-of-readiness&from=media&mediaWeek=23&media=mitShipping2026,PASS — use/watch guidance present,"After watching, be able to explain or demonstrate: Do not call a folder copy a baseline unless its version, dependencies/configuration and release/change information are known.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
23,nasaConfigManagement,nasaConfigManagement,NASA Systems Engineering Handbook — 6.5 Configuration Management,NASA,Government configuration-management and baseline reference,Required · Configuration-control/baseline framework,RETAINED + INTEGRATED,23,Career,career-w23-a-repository-is-the-projects-reconstructable-memory,A repository is the project’s reconstructable memory,Used in,required,YES,learn.html?week=23&stage=career-lesson&lesson=1&section=career-w23-a-repository-is-the-projects-reconstructable-memory&from=media&mediaWeek=23&media=nasaConfigManagement,PASS — use/watch guidance present,"After using this reference, be able to locate, explain, or apply: Know exactly which hardware, firmware, documentation and test configuration constitutes the current baseline before modifying it.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
23,nasaSystems,nasaSystems,NASA Systems Engineering Handbook,NASA,Government engineering handbook,Required · Configuration/verification reference,RETAINED + INTEGRATED,23,Career,career-w23-a-controlled-baseline-isolates-future-change,A controlled baseline isolates future change,Used in,required,YES,learn.html?week=23&stage=career-lesson&lesson=1&section=career-w23-a-controlled-baseline-isolates-future-change&from=media&mediaWeek=23&media=nasaSystems,PASS — use/watch guidance present,"After using this reference, be able to locate, explain, or apply: Record versions, BOM identifiers, interfaces and the planned evidence for first power.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
24,flukeMultimeterGuide,flukeMultimeterGuide,How to Use a Multimeter — Comprehensive Guide,Fluke,Manufacturer measurement guide,Required · Measurement refresher,RETAINED + INTEGRATED,24,Career,career-w24-unpowered-checks-find-cheap-faults,Unpowered checks find cheap faults,Taught in,required,YES,learn.html?week=24&stage=career-lesson&lesson=1&section=career-w24-unpowered-checks-find-cheap-faults&from=media&mediaWeek=24&media=flukeMultimeterGuide,PASS — use/watch guidance present,"After using this reference, be able to locate, explain, or apply: Record expected rail, measured rail, units and decision; never measure resistance on an energized circuit.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
24,keysightBenchCvCc,keysightBenchCvCc,Bench Power Supply Basics — Constant Voltage and Constant Current Modes,Keysight Technologies,Manufacturer video lesson,Required · Safe first-power refresher,RETAINED + INTEGRATED,24,Career,career-w24-first-power-is-a-controlled-experiment,First power is a controlled experiment,Lab preparation for,required,YES,learn.html?week=24&stage=career-lesson&lesson=1&section=career-w24-first-power-is-a-controlled-experiment&from=media&mediaWeek=24&media=keysightBenchCvCc,PASS — use/watch guidance present,"After watching, be able to explain or demonstrate: Set the current limit before enabling output and interpret unexpected CC entry as a stop/investigate signal.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
24,nasaESD,nasaESD,NASA-HDBK-8739.21 — ESD Control,NASA,Government workmanship handbook,Physical route · ESD control,RETAINED + INTEGRATED,24,CETa,concept-3,Safety gates remain absolute,Used in,supporting,YES,learn.html?week=24&stage=ceta-lesson&lesson=0&section=concept-3&from=media&mediaWeek=24&media=nasaESD,PASS — use/watch guidance present,"After using this reference, be able to locate, explain, or apply: Keep ESD controls active during bring-up and probing.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
24,stBootStartup,stBootStartup,STM32 Boot and Startup Tips MOOC,STMicroelectronics,Manufacturer MOOC,Required · MCU startup MOOC,RETAINED + INTEGRATED,24,Career,career-w24-bring-up-dependencies-in-order,Bring up dependencies in order,Review of,required,YES,learn.html?week=24&stage=career-lesson&lesson=1&section=career-w24-bring-up-dependencies-in-order&from=media&mediaWeek=24&media=stBootStartup,PASS — use/watch guidance present,"After watching, be able to explain or demonstrate: Separate power/rail failure from reset/boot/clock/startup failure when the board does not reach firmware.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
24,tiBoardTroubleshooting,tiBoardTroubleshooting,Board Level Troubleshooting,Texas Instruments,Manufacturer troubleshooting video,Required · Bring-up/troubleshooting video,RETAINED + INTEGRATED,24,Career,career-w24-bring-up-dependencies-in-order,Bring up dependencies in order,Demonstrated in,required,YES,learn.html?week=24&stage=career-lesson&lesson=1&section=career-w24-bring-up-dependencies-in-order&from=media&mediaWeek=24&media=tiBoardTroubleshooting,PASS — use/watch guidance present,"After watching, be able to explain or demonstrate: Use A-B-A substitution only when it preserves evidence and is electrically safe; check board-level causes/parasitics/cleanliness where relevant.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
25,nasaSensorRangeCheck,nasaSensorRangeCheck,R049 — Missing Software Sensor Range Checking Capabilities,NASA Software Engineering Handbook,Government software-assurance risk and validation guidance,Required · Sensor plausibility/invalid-state teaching,RETAINED + INTEGRATED,25,Career,career-w25-failure-behavior-is-part-of-the-feature,Failure behavior is part of the feature,Taught in,required,YES,learn.html?week=25&stage=career-lesson&lesson=1&section=career-w25-failure-behavior-is-part-of-the-feature&from=media&mediaWeek=25&media=nasaSensorRangeCheck,PASS — use/watch guidance present,"After using this resource, be able to explain or apply: Define the valid range from requirements/datasheet evidence, preserve the raw reading, mark invalid data explicitly and decide the safe application response rather than clamping or hiding the fault.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
25,saleaeStm32I2c,saleaeStm32I2c,STM32 Nucleo Board — Analyzing I2C,Saleae,Manufacturer hands-on tutorial,Required for I2C path,RETAINED + INTEGRATED,25,Career,career-w25-triangulate-with-independent-evidence,Triangulate with independent evidence,Taught in,required,YES,learn.html?week=25&stage=career-lesson&lesson=1&section=career-w25-triangulate-with-independent-evidence&from=media&mediaWeek=25&media=saleaeStm32I2c,PASS — use/watch guidance present,"After using this resource, be able to explain or apply: Correlate raw bytes with device-register intent and the converted engineering value.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
25,saleaeStm32Spi,saleaeStm32Spi,STM32 Nucleo Board — Analyzing SPI,Saleae,Manufacturer hands-on tutorial,Required for SPI path,RETAINED + INTEGRATED,25,Career,career-w25-triangulate-with-independent-evidence,Triangulate with independent evidence,Taught in,required,YES,learn.html?week=25&stage=career-lesson&lesson=1&section=career-w25-triangulate-with-independent-evidence&from=media&mediaWeek=25&media=saleaeStm32Spi,PASS — use/watch guidance present,"After using this resource, be able to explain or apply: Verify CPOL/CPHA and transaction framing against the selected device datasheet.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
25,schneiderI2cStaleData,schneiderI2cStaleData,I2C Failure Case — Stale and Invalid Sensor Data Treated as Valid,Schneider Electric,Manufacturer technical failure analysis,Required · Real stale-data failure case,RETAINED + INTEGRATED,25,Career,career-w25-failure-behavior-is-part-of-the-feature,Failure behavior is part of the feature,Taught in,required,YES,learn.html?week=25&stage=career-lesson&lesson=1&section=career-w25-failure-behavior-is-part-of-the-feature&from=media&mediaWeek=25&media=schneiderI2cStaleData,PASS — use/watch guidance present,"After using this resource, be able to explain or apply: Separate 'the last value was plausible' from 'a new valid sample was actually received.' Track freshness/validity and reject sentinel, malformed or failed-read data before conversion/control decisions.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
25,stHalI2cUseCases,stHalI2cUseCases,"STM32 HAL I2C Use Cases — Status, Timeout, Error, Abort, and Recovery Paths",STMicroelectronics,Manufacturer HAL driver use-case documentation,Required · Interface error-state and timeout teaching,RETAINED + INTEGRATED,25,Career,career-w25-failure-behavior-is-part-of-the-feature,Failure behavior is part of the feature,Used in,required,YES,learn.html?week=25&stage=career-lesson&lesson=1&section=career-w25-failure-behavior-is-part-of-the-feature&from=media&mediaWeek=25&media=stHalI2cUseCases,PASS — use/watch guidance present,"After using this reference, be able to locate, explain, or apply: A failed or timed-out transaction must not silently reuse the previous buffer as though it were a new sensor sample. Propagate an explicit validity/error state to the application.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
25,stMooc,stMooc,STM32CubeMX and STM32Cube HAL Basics,STMicroelectronics,Manufacturer MOOC,Required · MCU peripheral/HAL path,RETAINED + INTEGRATED,25,Career,career-w25-build-a-thin-end-to-end-slice-first,Build a thin end-to-end slice first,Lab preparation for,required,YES,learn.html?week=25&stage=career-lesson&lesson=1&section=career-w25-build-a-thin-end-to-end-slice-first&from=media&mediaWeek=25&media=stMooc,PASS — use/watch guidance present,"After watching, be able to explain or demonstrate: Understand initialization, error/return behavior and where application code belongs.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
25,tiADC,tiADC,TI Precision Labs — ADCs,Texas Instruments,Manufacturer video series,Required for analog path,RETAINED + INTEGRATED,25,Career,career-w25-triangulate-with-independent-evidence,Triangulate with independent evidence,Used in,required,YES,learn.html?week=25&stage=career-lesson&lesson=1&section=career-w25-triangulate-with-independent-evidence&from=media&mediaWeek=25&media=tiADC,PASS — use/watch guidance present,"After watching, be able to explain or demonstrate: Calculate expected code/value independently and compare to captured data.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
25,tiGalvanicIsolation,tiGalvanicIsolation,What Is Galvanic Isolation?,Texas Instruments,Manufacturer technical video,Required · Isolation fundamentals,RETAINED + INTEGRATED,25,CETa,concept-3,Isolation changes reference relationships,Taught in,required,YES,learn.html?week=25&stage=ceta-lesson&lesson=0&section=concept-3&from=media&mediaWeek=25&media=tiGalvanicIsolation,PASS — use/watch guidance present,"After watching, be able to explain or demonstrate: Explain how isolation changes reference/ground relationships and why two sides need separate return/power domains.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
25,tiIsolationSeries,tiIsolationSeries,TI Precision Labs — Introduction to Isolation,Texas Instruments,Manufacturer 13-part video curriculum,Required · Isolation curriculum,RETAINED + INTEGRATED,25,CETa,concept-6,Optical isolation solves one problem while creating design constraints,Used in,required,YES,learn.html?week=25&stage=ceta-lesson&lesson=0&section=concept-6&from=media&mediaWeek=25&media=tiIsolationSeries,PASS — use/watch guidance present,"After watching, be able to explain or demonstrate: Separate functional/signal isolation from certified safety isolation and track how signals/power cross the barrier.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
26,armDebuggingAdventures,armDebuggingAdventures,Adventures in Debugging,Arm,Processor-vendor debugging video/tutorial,Required · Diagnostic practice,RETAINED + INTEGRATED,26,Career,career-w26-diagnostics-must-survive-the-failure-they-describe,Diagnostics must survive the failure they describe,Demonstrated in,required,YES,learn.html?week=26&stage=career-lesson&lesson=1&section=career-w26-diagnostics-must-survive-the-failure-they-describe&from=media&mediaWeek=26&media=armDebuggingAdventures,PASS — use/watch guidance present,"After watching, be able to explain or demonstrate: Design diagnostics that preserve enough state to identify what failed before recovery erases the evidence.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
26,armEmbedded,armEmbedded,Embedded C Programming with Arm Cortex-M,Arm,Vendor-validated video course,Required · Embedded C/machine-level course,RETAINED + INTEGRATED,26,CETa,concept-2,Memory and time define embedded correctness,Review of,required,YES,learn.html?week=26&stage=ceta-lesson&lesson=0&section=concept-2&from=media&mediaWeek=26&media=armEmbedded,PASS — use/watch guidance present,"After watching, be able to explain or demonstrate: Tie each C construct to register/memory/processor state rather than treating firmware as abstract software.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
26,nasaSystems,nasaSystems,NASA Systems Engineering Handbook,NASA,Government engineering handbook,Reference · Traceability,RETAINED + INTEGRATED,26,Career,career-w26-architecture-follows-responsibilities-and-test-seams,Architecture follows responsibilities and test seams,Used in,supporting,YES,learn.html?week=26&stage=career-lesson&lesson=1&section=career-w26-architecture-follows-responsibilities-and-test-seams&from=media&mediaWeek=26&media=nasaSystems,PASS — use/watch guidance present,"After using this reference, be able to locate, explain, or apply: Document failure mode, detection, response and verification at project scale.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
26,stOnlineTrainingCurrent,stOnlineTrainingCurrent,STM32 Online Training,STMicroelectronics,Current manufacturer technical training,Required · STM32 peripheral/system training,RETAINED + INTEGRATED,26,Career,career-w26-separate-hardware-access-from-application-decisions,Separate hardware access from application decisions,Taught in,required,YES,learn.html?week=26&stage=career-lesson&lesson=1&section=career-w26-separate-hardware-access-from-application-decisions&from=media&mediaWeek=26&media=stOnlineTrainingCurrent,PASS — use/watch guidance present,"After using this resource, be able to explain or apply: Confirm status flags, initialization dependencies and error semantics rather than inventing behavior.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
26,stWatchdogGuide,stWatchdogGuide,Getting Started with STM32 Watchdogs,STMicroelectronics,Manufacturer technical tutorial,Required · Timeout/recovery instruction,RETAINED + INTEGRATED,26,Career,career-w26-timeouts-and-error-states-make-absence-observable,Timeouts and error states make absence observable,Taught in,required,YES,learn.html?week=26&stage=career-lesson&lesson=1&section=career-w26-timeouts-and-error-states-make-absence-observable&from=media&mediaWeek=26&media=stWatchdogGuide,PASS — use/watch guidance present,"After using this resource, be able to explain or apply: Design watchdog service around verified progress, not unconditional kicking.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
26,tiCrashDebugging,tiCrashDebugging,Diagnose and Debug Embedded Software Program Crashes,Texas Instruments,Manufacturer video with demonstrations,Required · Failure-diagnosis demonstration,RETAINED + INTEGRATED,26,Career,career-w26-make-errors-explicit-and-recoverable,Make errors explicit and recoverable,Demonstrated in,required,YES,learn.html?week=26&stage=career-lesson&lesson=1&section=career-w26-make-errors-explicit-and-recoverable&from=media&mediaWeek=26&media=tiCrashDebugging,PASS — use/watch guidance present,"After watching, be able to explain or demonstrate: Connect crash symptoms to preserved diagnostic evidence rather than simply resetting.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
27,keysightPythonAutomation,keysightPythonAutomation,Instrument Control and Automation with Python,Keysight Technologies,Test-equipment manufacturer Python automation application note,Required · Structured instrument-driver/test-step example,RETAINED + INTEGRATED,27,Career,career-w27-career-integration-python-hardware-test-automation-and-data-integrity,Career integration: Python hardware-test automation and data integrity,Taught in,required,YES,learn.html?week=27&stage=career-lesson&lesson=1&section=career-w27-career-integration-python-hardware-test-automation-and-data-integrity&from=media&mediaWeek=27&media=keysightPythonAutomation,PASS — use/watch guidance present,"After using this resource, be able to explain or apply: Keep instrument drivers responsible for reliable I/O and test logic responsible for requirement conditions/verdicts; preserve raw returned data before derived reporting.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
27,matplotlib,matplotlib,Matplotlib Quick Start,Matplotlib project,Official project documentation,Required when plotting · Evidence visualization,RETAINED + INTEGRATED,27,Career,career-w27-summaries-and-plots-answer-a-hardware-question,Summaries and plots answer a hardware question,Used in,required,YES,learn.html?week=27&stage=career-lesson&lesson=1&section=career-w27-summaries-and-plots-answer-a-hardware-question&from=media&mediaWeek=27&media=matplotlib,PASS — use/watch guidance present,"After using this reference, be able to locate, explain, or apply: Label axes/units/limits and preserve anomalies rather than smoothing them away.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
27,mitVerification,mitVerification,Session 9 — Verification and Validation,MIT OpenCourseWare,University systems-engineering video lecture with transcript,Required · Verdict semantics,RETAINED + INTEGRATED,27,Career,career-w27-verdicts-need-explicit-semantics,Verdicts need explicit semantics,Review of,required,YES,learn.html?week=27&stage=career-lesson&lesson=1&section=career-w27-verdicts-need-explicit-semantics&from=media&mediaWeek=27&media=mitVerification,PASS — use/watch guidance present,"After watching, be able to explain or demonstrate: Distinguish test execution success from DUT requirement compliance.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
27,niVeriStandWorkflow,niVeriStandWorkflow,Creating Real-Time Stimulus Profiles in NI VeriStand,National Instruments,Test-and-measurement manufacturer test-sequence tutorial,Required · Coherent test-sequence architecture tutorial,RETAINED + INTEGRATED,27,Career,career-w27-a-test-case-has-setup-stimulus-acquisition-evaluation-cleanup-and-report,"A test case has setup, stimulus, acquisition, evaluation, cleanup, and report stages",Taught in,required,YES,learn.html?week=27&stage=career-lesson&lesson=1&section=career-w27-a-test-case-has-setup-stimulus-acquisition-evaluation-cleanup-and-report&from=media&mediaWeek=27&media=niVeriStandWorkflow,PASS — use/watch guidance present,"After using this resource, be able to explain or apply: Translate the architecture into the Python project as setup/initialize → stimulus → acquire/measure → evaluate → cleanup/reset → log/report, while keeping framework-specific VeriStand details separate from the transferable test pattern.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
27,pyserial,pyserial,pySerial Documentation,pySerial project,Official project documentation,Required · API teaching/reference,RETAINED + INTEGRATED,27,Career,career-w27-automated-test-is-still-a-physical-measurement-system,Automated test is still a physical measurement system,Used in,required,YES,learn.html?week=27&stage=career-lesson&lesson=1&section=career-w27-automated-test-is-still-a-physical-measurement-system&from=media&mediaWeek=27&media=pyserial,PASS — use/watch guidance present,"After using this reference, be able to locate, explain, or apply: Expect partial reads; define timeout semantics; always close/clean up the port.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
27,pytest,pytest,pytest Documentation,pytest project,Official project documentation,Required · Test framework instruction,RETAINED + INTEGRATED,27,Career,career-w27-a-test-case-has-setup-stimulus-acquisition-evaluation-cleanup-and-report,"A test case has setup, stimulus, acquisition, evaluation, cleanup, and report stages",Used in,required,YES,learn.html?week=27&stage=career-lesson&lesson=1&section=career-w27-a-test-case-has-setup-stimulus-acquisition-evaluation-cleanup-and-report&from=media&mediaWeek=27&media=pytest,PASS — use/watch guidance present,"After using this reference, be able to locate, explain, or apply: Separate setup/cleanup errors from DUT failures and guarantee resource cleanup.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
27,pythonDocs,pythonDocs,Python 3 Documentation,Python Software Foundation,Official documentation,Required · Language/library reference,RETAINED + INTEGRATED,27,Career,career-w27-career-integration-python-hardware-test-automation-and-data-integrity,Career integration: Python hardware-test automation and data integrity,Used in,required,YES,learn.html?week=27&stage=career-lesson&lesson=1&section=career-w27-career-integration-python-hardware-test-automation-and-data-integrity&from=media&mediaWeek=27&media=pythonDocs,PASS — use/watch guidance present,"After using this reference, be able to locate, explain, or apply: Preserve raw values and timestamps before derived interpretation.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
27,pyvisaInstrumentComm,pyvisaInstrumentComm,PyVISA — Communicating with Your Instrument,PyVISA Project,Open-source instrument-control documentation,Required when controlling VISA/SCPI instruments · I/O and timeout reference,RETAINED + INTEGRATED,27,Career,career-w27-automated-test-is-still-a-physical-measurement-system,Automated test is still a physical measurement system,Used in,required,YES,learn.html?week=27&stage=career-lesson&lesson=1&section=career-w27-automated-test-is-still-a-physical-measurement-system&from=media&mediaWeek=27&media=pyvisaInstrumentComm,PASS — use/watch guidance present,"After using this reference, be able to locate, explain, or apply: Verify identity/configuration before testing, set explicit timeouts/termination, handle communication exceptions, and close resources during cleanup.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
27,tekPythonAutomation,tekPythonAutomation,Getting Started with Oscilloscope Automation and Python,Tektronix,Test-equipment manufacturer Python automation guide,Required · Python measurement-automation teaching,RETAINED + INTEGRATED,27,Career,career-w27-automated-test-is-still-a-physical-measurement-system,Automated test is still a physical measurement system,Taught in,required,YES,learn.html?week=27&stage=career-lesson&lesson=1&section=career-w27-automated-test-is-still-a-physical-measurement-system&from=media&mediaWeek=27&media=tekPythonAutomation,PASS — use/watch guidance present,"After using this reference, be able to locate, explain, or apply: Automate deliberate instrument settings and queries; do not use remote control as a substitute for knowing what measurement the requirement actually needs.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
28,atlassianIncidentWorkflow,atlassianIncidentWorkflow,Managing Incidents with an IT Service Desk,Atlassian,Industry service-desk incident workflow guidance,"Required · Help-desk, escalation, and closure workflow",RETAINED + INTEGRATED,28,CETa,concept-5,"Service literature, parts cross-reference, and manufacturer support",Taught in,required,YES,learn.html?week=28&stage=ceta-lesson&lesson=0&section=concept-5&from=media&mediaWeek=28&media=atlassianIncidentWorkflow,PASS — use/watch guidance present,"After using this resource, be able to explain or apply: Escalation is a controlled technical decision when authority, risk, tools or expertise exceed your boundary—not a substitute for recording what you already observed and tried.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
28,digiKeyCrossReference,digiKeyCrossReference,How to Locate Alternate Products — Cross Reference Tool,DigiKey,Electronics distributor parts cross-reference tutorial,Required · Replacement-part cross-reference procedure,RETAINED + INTEGRATED,28,CETa,concept-5,"Service literature, parts cross-reference, and manufacturer support",Used in,required,YES,learn.html?week=28&stage=ceta-lesson&lesson=0&section=concept-5&from=media&mediaWeek=28&media=digiKeyCrossReference,PASS — use/watch guidance present,"After using this reference, be able to locate, explain, or apply: A cross-reference result is a candidate, not automatic equivalence; verify critical ratings, function, package/pinout and the governing datasheets before substitution.",Unique canonical source,PASS,Existing Teaching Media assignment reconciled to the strongest current instructional section.
